id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LOC100357850	2	0.0032425	0.006282	0.721838	49	2	-1.3572	0.99676	0.99679	0.999997	9515	0	-1.3572
ANKRD40	1	0.00338	0.0033806	0.721838	50	1	-3.7733	0.99662	0.9967	0.999997	9513	0	-3.7733
LOC100353460	1	0.00338	0.0033806	0.721838	51	1	-2.6914	0.99662	0.9967	0.999997	9514	0	-2.6914
SLITRK4	1	0.003539	0.003533	0.721838	52	1	-2.9236	0.99646	0.99654	0.999997	9512	0	-2.9236
MST1	2	0.0038931	0.0074384	0.721838	53	1	-2.9281	0.75004	0.75019	0.939576	7160	0	-2.9281
LRRC63	1	0.0039765	0.003935	0.721838	54	1	-2.4864	0.99602	0.99611	0.999997	9510	0	-2.4864
FRMPD4	1	0.0039765	0.003935	0.721838	55	1	-2.4864	0.99602	0.99611	0.999997	9511	0	-2.4864
GPR148	1	0.0042548	0.0042231	0.721838	56	1	-2.6294	0.99575	0.99585	0.999997	9509	0	-2.6294
KIF3C	1	0.0043343	0.0042863	0.721838	57	1	-2.5626	0.99567	0.99577	0.999997	9508	0	-2.5626
LOC108175946	2	0.0043693	0.0083617	0.721838	58	1	-2.8835	0.91304	0.91308	0.965741	8857	0	-2.8835
LOC103346701	1	0.0045332	0.0044573	0.721838	59	1	-3.3295	0.99547	0.99556	0.999997	9507	0	-3.3295
EXTL3	1	0.0045332	0.0044573	0.721838	60	1	-3.3295	0.99547	0.99556	0.999997	9506	0	-3.3295
PRPF19	1	0.0045332	0.0044573	0.721838	61	1	-3.3295	0.99547	0.99556	0.999997	9504	0	-3.3295
WNK1	1	0.0045332	0.0044573	0.721838	62	1	-3.3295	0.99547	0.99556	0.999997	9505	0	-3.3295
LOC103349766	1	0.0048115	0.0047319	0.721838	63	1	-2.8421	0.99519	0.9953	0.999997	9503	0	-2.8421
MIGA1	1	0.0049308	0.0048717	0.721838	64	1	-2.419	0.99507	0.99518	0.999997	9502	0	-2.419
SNX10	1	0.0049308	0.0048717	0.721838	65	1	-2.419	0.99507	0.99518	0.999997	9501	0	-2.419
LOC100356944	3	0.0049988	0.013436	0.721838	66	2	-0.8117	0.87503	0.87458	0.948347	7937	0	-0.8117
LOC103351564	3	0.0049988	0.013436	0.721838	67	2	-1.8937	0.87503	0.87458	0.948347	7925	0	-1.8937
IL13RA1	2	0.0050041	0.0095844	0.721838	68	1	0.17402	0.060685	0.10682	0.817342	796	1	0.17402
NEMF	1	0.0052092	0.0051505	0.721838	69	1	-2.7802	0.99479	0.99489	0.999997	9500	0	-2.7802
ZSWIM2	1	0.0052887	0.0052365	0.721838	70	1	-2.642	0.99471	0.99481	0.999997	9499	0	-2.642
OMA1	2	0.0053214	0.010167	0.721838	71	1	0.3699	0.068838	0.12015	0.817342	860	1	0.3699
SERPINB12	1	0.005408	0.0053557	0.721838	72	1	-2.3414	0.99459	0.99469	0.999997	9497	0	-2.3414
KCNJ3	1	0.005408	0.0053557	0.721838	73	1	-2.3414	0.99459	0.99469	0.999997	9498	0	-2.3414
LOC103348985	1	0.0058056	0.0057422	0.721838	74	1	-2.2595	0.99419	0.99429	0.999997	9496	0	-2.2595
LOC103351879	1	0.0058056	0.0057422	0.721838	75	1	-2.2595	0.99419	0.99429	0.999997	9495	0	-2.2595
ZNHIT6	1	0.0058056	0.0057422	0.721838	76	1	-2.2595	0.99419	0.99429	0.999997	9494	0	-2.2595
HSD17B12	2	0.0059558	0.011375	0.721838	77	1	-1.9035	0.58809	0.5882	0.939576	5916	0	-1.9035
SIK2	1	0.0064021	0.0063442	0.721838	78	1	-3.043	0.9936	0.99369	0.999997	9491	0	-3.043
TCF7L2	1	0.0064021	0.0063442	0.721838	79	1	-1.961	0.9936	0.99369	0.999997	9493	0	-1.961
TCEAL2	1	0.0064021	0.0063442	0.721838	80	1	-1.961	0.9936	0.99369	0.999997	9490	0	-1.961
DHFR	1	0.0064021	0.0063442	0.721838	81	1	-3.043	0.9936	0.99369	0.999997	9492	0	-3.043
LOC100328911	4	0.0065673	0.018361	0.721838	82	3	-0.40887	0.66676	0.68633	0.939576	6061	1	-0.40887
LOC100341839	3	0.0067004	0.017913	0.721838	83	3	-1.4908	0.9933	0.99322	0.999997	9489	0	-1.4908
TMOD1	1	0.0069986	0.0069172	0.721838	84	1	-2.0801	0.993	0.99306	0.999997	9488	0	-2.0801
ZNF76	1	0.0069986	0.0069172	0.721838	85	1	-2.0801	0.993	0.99306	0.999997	9487	0	-2.0801
B3GAT2	2	0.0073825	0.013962	0.721838	86	1	-1.688	0.57539	0.57555	0.934631	5886	0	-1.688
MUL1	2	0.0073825	0.013962	0.721838	87	2	-2.0417	0.98517	0.98522	0.99749	9420	0	-2.0417
WDR34	2	0.0073825	0.013962	0.721838	88	1	-2.3022	0.91304	0.91308	0.965741	9016	0	-2.3022
ZBBX	1	0.0073962	0.0073089	0.721838	89	1	-2.8751	0.9926	0.99264	0.999864	9484	0	-2.8751
EPC2	1	0.0073962	0.0073089	0.721838	90	1	-2.8751	0.9926	0.99264	0.999864	9485	0	-2.8751
EIF2S2	1	0.0073962	0.0073089	0.721838	91	1	-2.8751	0.9926	0.99264	0.999864	9486	0	-2.8751
LOC100345702	3	0.0074155	0.019772	0.721838	92	3	-0.55324	0.99258	0.99255	0.999864	9483	0	-0.55324
GPR139	3	0.0077341	0.020361	0.721838	93	1	0.15198	0.5614	0.57496	0.93426	5771	1	0.15198
SLC39A2	1	0.0077541	0.0076529	0.721838	94	1	-2.3875	0.99225	0.99229	0.999864	9481	0	-2.3875
EBF3	1	0.0079132	0.0078042	0.721838	95	1	-2.2111	0.99209	0.99213	0.999864	9480	0	-2.2111
LOC103351563	2	0.0079371	0.014998	0.721838	96	1	-1.1886	0.24792	0.28392	0.837476	2919	1	-1.1886
NC0673	1	0.008271	0.0081814	0.721838	97	1	-1.8752	0.99173	0.99179	0.999747	9477	0	-1.8752
PELI1	1	0.008271	0.0081814	0.721838	98	1	-1.8752	0.99173	0.99179	0.999747	9478	0	-1.8752
RHOU	1	0.008271	0.0081814	0.721838	99	1	-1.8752	0.99173	0.99179	0.999747	9479	0	-1.8752
CCER2	2	0.0083331	0.01579	0.721838	100	1	0.87688	0.11132	0.18122	0.817342	1240	1	0.87688
LOC103345847	2	0.0094416	0.017797	0.721838	101	1	-1.1703	0.75004	0.75019	0.939576	7429	0	-1.1703
CXCL10	2	0.010075	0.018995	0.721838	102	1	-0.29522	0.19765	0.24515	0.819007	1763	1	-0.29522
LOC100350827	3	0.010106	0.024472	0.721838	103	1	0.15198	0.87503	0.87458	0.948347	7929	0	0.15198
CXHXorf38	2	0.010233	0.019264	0.721838	104	1	-1.8622	0.91304	0.91308	0.965741	8940	0	-1.8622
LOC100350465	1	0.010299	0.010207	0.721838	105	1	-1.6032	0.9897	0.98977	0.998229	9464	0	-1.6032
LOC100352842	1	0.010299	0.010207	0.721838	106	1	-2.6852	0.9897	0.98977	0.998229	9463	0	-2.6852
LOC100357686	1	0.010299	0.010207	0.721838	107	1	-1.6032	0.9897	0.98977	0.998229	9465	0	-1.6032
LOC100342244	1	0.010299	0.010207	0.721838	108	1	-2.6852	0.9897	0.98977	0.998229	9456	0	-2.6852
LOC100341439	1	0.010299	0.010207	0.721838	109	1	-2.6852	0.9897	0.98977	0.998229	9449	0	-2.6852
MED7	1	0.010299	0.010207	0.721838	110	1	-1.6032	0.9897	0.98977	0.998229	9457	0	-1.6032
NDUFB2	1	0.010299	0.010207	0.721838	111	1	-2.6852	0.9897	0.98977	0.998229	9461	0	-2.6852
SUPT7L	1	0.010299	0.010207	0.721838	112	1	-2.6852	0.9897	0.98977	0.998229	9468	0	-2.6852
VBP1	1	0.010299	0.010207	0.721838	113	1	-1.6032	0.9897	0.98977	0.998229	9469	0	-1.6032
MAP1LC3C	1	0.010299	0.010207	0.721838	114	1	-2.6852	0.9897	0.98977	0.998229	9458	0	-2.6852
SLC30A9	1	0.010299	0.010207	0.721838	115	1	-2.6852	0.9897	0.98977	0.998229	9460	0	-2.6852
LOC103346832	1	0.010299	0.010207	0.721838	116	1	-1.6032	0.9897	0.98977	0.998229	9466	0	-1.6032
LOC100358056	1	0.010299	0.010207	0.721838	117	1	-1.6032	0.9897	0.98977	0.998229	9467	0	-1.6032
WBSCR28	1	0.010299	0.010207	0.721838	118	1	-2.6852	0.9897	0.98977	0.998229	9470	0	-2.6852
LOC103347452	1	0.010299	0.010207	0.721838	119	1	-2.6852	0.9897	0.98977	0.998229	9462	0	-2.6852
KLF12	1	0.010299	0.010207	0.721838	120	1	-2.6852	0.9897	0.98977	0.998229	9450	0	-2.6852
DPEP1	1	0.010299	0.010207	0.721838	121	1	-2.6852	0.9897	0.98977	0.998229	9452	0	-2.6852
DUSP22	1	0.010299	0.010207	0.721838	122	1	-2.6852	0.9897	0.98977	0.998229	9451	0	-2.6852
FAM117B	1	0.010299	0.010207	0.721838	123	1	-1.6032	0.9897	0.98977	0.998229	9453	0	-1.6032
CHST9	1	0.010299	0.010207	0.721838	124	1	-1.6032	0.9897	0.98977	0.998229	9472	0	-1.6032
ADAM6A	1	0.010299	0.010207	0.721838	125	1	-2.6852	0.9897	0.98977	0.998229	9471	0	-2.6852
ALPK2	1	0.010299	0.010207	0.721838	126	1	-2.6852	0.9897	0.98977	0.998229	9474	0	-2.6852
CCDC167	1	0.010299	0.010207	0.721838	127	1	-1.6032	0.9897	0.98977	0.998229	9473	0	-1.6032
GIMAP2	1	0.010299	0.010207	0.721838	128	1	-1.6032	0.9897	0.98977	0.998229	9455	0	-1.6032
ITGB1BP2	1	0.010299	0.010207	0.721838	129	1	-2.6852	0.9897	0.98977	0.998229	9447	0	-2.6852
KIAA0408	1	0.010299	0.010207	0.721838	130	1	-1.6032	0.9897	0.98977	0.998229	9448	0	-1.6032
MRPS24	1	0.010299	0.010207	0.721838	131	1	-2.6852	0.9897	0.98977	0.998229	9459	0	-2.6852
HNMT	1	0.010299	0.010207	0.721838	132	1	-2.6852	0.9897	0.98977	0.998229	9454	0	-2.6852
PARS2	2	0.011024	0.020807	0.721838	133	1	-1.7962	0.91304	0.91308	0.965741	8901	0	-1.7962
HSPBAP1	2	0.011182	0.021117	0.721838	134	1	-1.2884	0.75004	0.75019	0.939576	7328	0	-1.2884
PCNX1	3	0.011882	0.02739	0.721838	135	1	0.15198	0.5614	0.57496	0.93426	5813	1	0.15198
NEUROG3	1	0.012287	0.012163	0.721838	136	1	-2.1005	0.98771	0.98779	0.998229	9445	0	-2.1005
BRAF	2	0.012763	0.024098	0.721838	137	1	-1.9865	0.91304	0.91308	0.965741	8985	0	-1.9865
HSD17B2	2	0.012763	0.024098	0.721838	138	1	0.6967	0.13855	0.20112	0.817342	1481	1	0.6967
IFNK	2	0.012763	0.024098	0.721838	139	1	-1.9865	0.91304	0.91308	0.965741	8946	0	-1.9865
PENK	2	0.012763	0.024098	0.721838	140	1	-0.50048	0.29068	0.31758	0.837476	3031	1	-0.50048
ORYCUNV1R1645	2	0.012763	0.024098	0.721838	141	1	-0.74111	0.56543	0.56565	0.93426	5862	0	-0.74111
LOC100352479	1	0.014156	0.014021	0.721838	142	1	-1.3843	0.98584	0.9859	0.99749	9438	0	-1.3843
LOC100347354	1	0.014156	0.014021	0.721838	143	1	-1.3843	0.98584	0.9859	0.99749	9437	0	-1.3843
LOC103345542	1	0.014156	0.014021	0.721838	144	1	-1.3843	0.98584	0.9859	0.99749	9434	0	-1.3843
LOC100353078	1	0.014156	0.014021	0.721838	145	1	-2.4663	0.98584	0.9859	0.99749	9436	0	-2.4663
APOF	1	0.014156	0.014021	0.721838	146	1	-1.3843	0.98584	0.9859	0.99749	9431	0	-1.3843
GAL3ST1	1	0.014156	0.014021	0.721838	147	1	-2.4663	0.98584	0.9859	0.99749	9433	0	-2.4663
EEA1	1	0.014156	0.014021	0.721838	148	1	-2.4663	0.98584	0.9859	0.99749	9427	0	-2.4663
LOC100346409	1	0.014156	0.014021	0.721838	149	1	-1.3843	0.98584	0.9859	0.99749	9435	0	-1.3843
LOC100008770	1	0.014156	0.014021	0.721838	150	1	-1.3843	0.98584	0.9859	0.99749	9441	0	-1.3843
OBSL1	1	0.014156	0.014021	0.721838	151	1	-1.3843	0.98584	0.9859	0.99749	9432	0	-1.3843
MPHOSPH9	1	0.014156	0.014021	0.721838	152	1	-1.3843	0.98584	0.9859	0.99749	9440	0	-1.3843
TDG	1	0.014156	0.014021	0.721838	153	1	-2.4663	0.98584	0.9859	0.99749	9430	0	-2.4663
ZBTB33	1	0.014156	0.014021	0.721838	154	1	-1.3843	0.98584	0.9859	0.99749	9429	0	-1.3843
TMEM187	1	0.014156	0.014021	0.721838	155	1	-2.4663	0.98584	0.9859	0.99749	9428	0	-2.4663
MOBP	1	0.014156	0.014021	0.721838	156	1	-1.3843	0.98584	0.9859	0.99749	9442	0	-1.3843
LOC108178497	1	0.014156	0.014021	0.721838	157	1	-1.3843	0.98584	0.9859	0.99749	9439	0	-1.3843
MAPRE1	1	0.014156	0.014021	0.721838	158	1	-1.3843	0.98584	0.9859	0.99749	9443	0	-1.3843
MDN1	1	0.014156	0.014021	0.721838	159	1	-2.4663	0.98584	0.9859	0.99749	9444	0	-2.4663
USP16	2	0.014738	0.027629	0.721838	160	1	-0.30096	0.24792	0.28392	0.837476	2977	1	-0.30096
PPP1R36	2	0.014738	0.027629	0.721838	161	1	-0.8206	0.75004	0.75019	0.939576	7588	0	-0.8206
LIN28B	2	0.014738	0.027629	0.721838	162	2	-1.642	0.98517	0.98522	0.99749	9380	0	-1.642
HHATL	2	0.014738	0.027629	0.721838	163	1	-1.3616	0.75004	0.75019	0.939576	7431	0	-1.3616
CDKL3	2	0.014738	0.027629	0.721838	164	1	-1.9026	0.91304	0.91308	0.965741	8948	0	-1.9026
HEMGN	2	0.014835	0.027809	0.721838	165	2	-1.4908	0.98517	0.98522	0.99749	9378	0	-1.4908
ICOS	2	0.014835	0.027809	0.721838	166	2	-1.4908	0.98517	0.98522	0.99749	9384	0	-1.4908
LOC100349939	2	0.014835	0.027809	0.721838	167	2	-1.4908	0.98517	0.98522	0.99749	9362	0	-1.4908
CCL7	2	0.014835	0.027809	0.721838	168	2	-1.4908	0.98517	0.98522	0.99749	9418	0	-1.4908
CDH17	2	0.014835	0.027809	0.721838	169	2	-1.4908	0.98517	0.98522	0.99749	9417	0	-1.4908
LOC100350907	2	0.014835	0.027809	0.721838	170	2	-1.3085	0.98517	0.98522	0.99749	9368	0	-1.3085
HCK	2	0.014835	0.027809	0.721838	171	2	-0.94985	0.98517	0.98522	0.99749	9381	0	-0.94985
TC2N	2	0.014835	0.027809	0.721838	172	2	-0.94985	0.98517	0.98522	0.99749	9398	0	-0.94985
BEND2	2	0.014835	0.027809	0.721838	173	2	-1.6922	0.98517	0.98522	0.99749	9419	0	-1.6922
NRG4	2	0.014835	0.027809	0.721838	174	2	-1.8495	0.98517	0.98522	0.99749	9400	0	-1.8495
CLVS1	2	0.014835	0.027809	0.721838	175	2	-1.1513	0.98517	0.98522	0.99749	9372	0	-1.1513
SSB	2	0.014835	0.027809	0.721838	176	2	-1.4908	0.98517	0.98522	0.99749	9406	0	-1.4908
C1H11orf52	2	0.014835	0.027809	0.721838	177	2	-1.4908	0.98517	0.98522	0.99749	9413	0	-1.4908
IYD	2	0.014835	0.027809	0.721838	178	2	-1.2414	0.98517	0.98522	0.99749	9382	0	-1.2414
PIFO	2	0.014835	0.027809	0.721838	179	2	-1.4908	0.98517	0.98522	0.99749	9407	0	-1.4908
LIPT1	2	0.014835	0.027809	0.721838	180	2	-1.8495	0.98517	0.98522	0.99749	9386	0	-1.8495
LOC100340813	2	0.014835	0.027809	0.721838	181	2	-0.94985	0.98517	0.98522	0.99749	9388	0	-0.94985
CCL20	2	0.014835	0.027809	0.721838	182	2	-0.94985	0.98517	0.98522	0.99749	9415	0	-0.94985
PBX3	2	0.014835	0.027809	0.721838	183	2	-1.4908	0.98517	0.98522	0.99749	9395	0	-1.4908
CCL17	2	0.014835	0.027809	0.721838	184	2	-1.4908	0.98517	0.98522	0.99749	9412	0	-1.4908
GPR84	2	0.014835	0.027809	0.721838	185	2	-0.94985	0.98517	0.98522	0.99749	9391	0	-0.94985
GPR3	2	0.014835	0.027809	0.721838	186	2	-0.94985	0.98517	0.98522	0.99749	9394	0	-0.94985
RPS7	2	0.014835	0.027809	0.721838	187	2	-1.8495	0.98517	0.98522	0.99749	9409	0	-1.8495
ENTPD3	2	0.014835	0.027809	0.721838	188	2	-0.94985	0.98517	0.98522	0.99749	9363	0	-0.94985
LOC100008793	2	0.014835	0.027809	0.721838	189	2	-1.4908	0.98517	0.98522	0.99749	9392	0	-1.4908
LOC100347041	2	0.014835	0.027809	0.721838	190	2	-1.2414	0.98517	0.98522	0.99749	9361	0	-1.2414
GIF	2	0.014835	0.027809	0.721838	191	2	-1.4908	0.98517	0.98522	0.99749	9387	0	-1.4908
LOC100354142	2	0.014835	0.027809	0.721838	192	2	-1.4908	0.98517	0.98522	0.99749	9376	0	-1.4908
EPYC	2	0.014835	0.027809	0.721838	193	2	-1.4908	0.98517	0.98522	0.99749	9360	0	-1.4908
LOC103348296	2	0.014835	0.027809	0.721838	194	2	-1.4908	0.98517	0.98522	0.99749	9416	0	-1.4908
LOC100346448	2	0.014835	0.027809	0.721838	195	2	-0.94985	0.98517	0.98522	0.99749	9367	0	-0.94985
LOC100344869	2	0.014835	0.027809	0.721838	196	2	-1.3085	0.98517	0.98522	0.99749	9364	0	-1.3085
ZNF783	2	0.014835	0.027809	0.721838	197	2	-1.4908	0.98517	0.98522	0.99749	9385	0	-1.4908
ZBTB45	2	0.014835	0.027809	0.721838	198	2	-1.4908	0.98517	0.98522	0.99749	9389	0	-1.4908
ARL4D	2	0.014835	0.027809	0.721838	199	2	-1.6922	0.98517	0.98522	0.99749	9423	0	-1.6922
LOC100353318	2	0.014835	0.027809	0.721838	200	2	-1.4908	0.98517	0.98522	0.99749	9373	0	-1.4908
TMEM174	2	0.014835	0.027809	0.721838	201	2	-1.4908	0.98517	0.98522	0.99749	9401	0	-1.4908
DACT3	2	0.014835	0.027809	0.721838	202	2	-0.94985	0.98517	0.98522	0.99749	9375	0	-0.94985
CLCC1	2	0.014835	0.027809	0.721838	203	2	-1.4908	0.98517	0.98522	0.99749	9371	0	-1.4908
CNN3	2	0.014835	0.027809	0.721838	204	2	-1.4908	0.98517	0.98522	0.99749	9370	0	-1.4908
LOC100339567	2	0.014835	0.027809	0.721838	205	2	-1.6922	0.98517	0.98522	0.99749	9393	0	-1.6922
RGS22	2	0.014835	0.027809	0.721838	206	2	-1.4908	0.98517	0.98522	0.99749	9396	0	-1.4908
MAPRE3	2	0.014835	0.027809	0.721838	207	2	-0.63086	0.98517	0.98522	0.99749	9414	0	-0.63086
AK5	2	0.014835	0.027809	0.721838	208	2	-1.4908	0.98517	0.98522	0.99749	9411	0	-1.4908
RB1CC1	2	0.014835	0.027809	0.721838	209	2	-1.4908	0.98517	0.98522	0.99749	9408	0	-1.4908
APOBEC1	2	0.014835	0.027809	0.721838	210	2	-0.94985	0.98517	0.98522	0.99749	9422	0	-0.94985
REM2	2	0.014835	0.027809	0.721838	211	2	-1.4908	0.98517	0.98522	0.99749	9402	0	-1.4908
REEP1	2	0.014835	0.027809	0.721838	212	2	-0.94985	0.98517	0.98522	0.99749	9397	0	-0.94985
PPP3CC	2	0.014835	0.027809	0.721838	213	2	-1.1224	0.98517	0.98522	0.99749	9399	0	-1.1224
LOC100353012	2	0.014835	0.027809	0.721838	214	2	-1.1513	0.98517	0.98522	0.99749	9374	0	-1.1513
TSPO	2	0.014835	0.027809	0.721838	215	2	-1.547	0.98517	0.98522	0.99749	9426	0	-1.547
LOC100346545	2	0.014835	0.027809	0.721838	216	2	-2.088	0.98517	0.98522	0.99749	9366	0	-2.088
KIF14	2	0.014835	0.027809	0.721838	217	2	-1.547	0.98517	0.98522	0.99749	9379	0	-1.547
CMTR1	2	0.014835	0.027809	0.721838	218	2	-1.9786	0.98517	0.98522	0.99749	9369	0	-1.9786
IFIT3	2	0.014835	0.027809	0.721838	219	2	-1.1224	0.98517	0.98522	0.99749	9383	0	-1.1224
LOC100341871	2	0.014835	0.027809	0.721838	220	2	-1.1319	0.98517	0.98522	0.99749	9377	0	-1.1319
ATP8B2	2	0.014835	0.027809	0.721838	221	2	-1.7789	0.98517	0.98522	0.99749	9424	0	-1.7789
PKP1	2	0.014835	0.027809	0.721838	222	2	-1.7087	0.98517	0.98522	0.99749	9410	0	-1.7087
ASIC2	2	0.014835	0.027809	0.721838	223	2	-1.4908	0.98517	0.98522	0.99749	9421	0	-1.4908
POU5F1	2	0.014835	0.027809	0.721838	224	2	-1.4908	0.98517	0.98522	0.99749	9404	0	-1.4908
ATG4C	2	0.014835	0.027809	0.721838	225	2	-1.4908	0.98517	0.98522	0.99749	9425	0	-1.4908
GALNT8	2	0.014835	0.027809	0.721838	226	2	-1.6922	0.98517	0.98522	0.99749	9390	0	-1.6922
SPOCD1	2	0.014835	0.027809	0.721838	227	2	-1.4908	0.98517	0.98522	0.99749	9403	0	-1.4908
SPOPL	2	0.014835	0.027809	0.721838	228	2	-1.4908	0.98517	0.98522	0.99749	9405	0	-1.4908
GABPA	2	0.014835	0.027809	0.721838	229	2	-1.1513	0.98517	0.98522	0.99749	9365	0	-1.1513
IL15	2	0.015606	0.029221	0.721838	230	1	-0.39499	0.24792	0.28392	0.837476	2949	1	-0.39499
HHLA1	2	0.015921	0.029782	0.721838	231	1	-1.2645	0.9562	0.95639	0.994668	9104	0	-1.2645
