id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SLC36A3	3	0.0018938	0.0052794	0.766542	47	1	0.59962	0.47011	0.47064	0.894306	4909	1	0.59962
LOC100345702	3	0.0019226	0.005354	0.766542	48	3	-1.7297	0.99808	0.99811	0.999968	11705	0	-1.7297
LAPTM4B	2	0.0019259	0.003766	0.74535	49	2	-4.1087	0.99807	0.99799	0.999968	11704	0	-4.1087
44075	2	0.0019259	0.003766	0.74535	50	2	-3.5709	0.99807	0.99799	0.999968	11703	0	-3.5709
SALL2	1	0.0019551	0.0019604	0.657567	51	1	-6.8845	0.99804	0.99809	0.999968	11702	0	-6.8845
PSMB4	3	0.002074	0.0057454	0.793535	52	1	0.34107	0.35297	0.36494	0.894306	4510	1	0.34107
POMK	2	0.0021485	0.0041885	0.74535	53	2	-4.0722	0.99785	0.99776	0.999968	11701	0	-4.0722
L3MBTL2	2	0.0021485	0.0041885	0.74535	54	2	-4.7543	0.99785	0.99776	0.999968	11700	0	-4.7543
ELF2	1	0.0021657	0.0021915	0.687796	55	1	-5.6238	0.99783	0.9979	0.999968	11699	0	-5.6238
LOC108178504	2	0.0022246	0.0043445	0.761268	56	1	-3.2829	0.85492	0.85459	0.988184	9930	0	-3.2829
WNK1	1	0.0023161	0.0023348	0.687796	57	1	-6.8028	0.99768	0.99774	0.999968	11698	0	-6.8028
RBMX2	1	0.0023161	0.0023348	0.687796	58	1	-6.8028	0.99768	0.99774	0.999968	11697	0	-6.8028
HNRNPAB	2	0.0023448	0.0045706	0.766542	59	1	-2.8852	0.53257	0.53277	0.894306	6673	0	-2.8852
COASY	1	0.0024364	0.0024571	0.687796	60	1	-6.7816	0.99756	0.99762	0.999968	11696	0	-6.7816
PHYHIPL	2	0.0024649	0.004805	0.766542	61	1	-3.4472	0.53257	0.53277	0.894306	6945	0	-3.4472
NR2E1	1	0.0025567	0.0025693	0.687796	62	1	-6.7383	0.99744	0.99751	0.999968	11695	0	-6.7383
COL13A1	1	0.0026469	0.0026612	0.687796	63	1	-5.4823	0.99735	0.99742	0.999968	11693	0	-5.4823
PHAX	1	0.0026469	0.0026612	0.687796	64	1	-6.6823	0.99735	0.99742	0.999968	11694	0	-6.6823
FASTKD1	2	0.0027109	0.0053144	0.766542	65	2	-4.2609	0.99729	0.99725	0.999968	11690	0	-4.2609
CPQ	2	0.0027109	0.0053144	0.766542	66	2	-5.0193	0.99729	0.99725	0.999968	11692	0	-5.0193
BCAS2	2	0.0027109	0.0053144	0.766542	67	2	-3.8091	0.99729	0.99725	0.999968	11691	0	-3.8091
KCTD16	1	0.0027973	0.0028088	0.688634	68	1	-6.6592	0.9972	0.99727	0.999968	11689	0	-6.6592
MED23	1	0.0029176	0.0029311	0.696467	69	1	-5.5093	0.99708	0.99716	0.999968	11688	0	-5.5093
VAV3	2	0.0030056	0.0058533	0.794867	70	1	-2.8072	0.53257	0.53277	0.894306	6841	0	-2.8072
CCDC105	1	0.0030079	0.0030255	0.696467	71	1	-6.5999	0.99699	0.99709	0.999968	11687	0	-6.5999
LOC108175479	1	0.0030079	0.0030255	0.696467	72	1	-6.5999	0.99699	0.99709	0.999968	11686	0	-6.5999
SLF1	2	0.0032284	0.0062657	0.828328	73	2	-4.2245	0.99677	0.99675	0.999968	11685	0	-4.2245
CA9	1	0.0035794	0.0035678	0.734845	74	1	-6.5127	0.99642	0.99653	0.999968	11684	0	-6.5127
S1PR3	2	0.0037863	0.0072727	0.834018	75	1	-3.3023	0.41607	0.41605	0.894306	4869	0	-3.3023
NC0403	1	0.0038802	0.0038495	0.74535	76	1	-6.378	0.99612	0.99625	0.999968	11683	0	-6.378
DNAJA4	1	0.0039403	0.0039043	0.74535	77	1	-5.1639	0.99606	0.99619	0.999968	11682	0	-5.1639
AKAP5	3	0.0040179	0.01099	0.834018	78	2	-4.2402	0.68042	0.68096	0.926284	7453	0	-4.2402
ORYCUNV1R1648	2	0.0040265	0.007718	0.834018	79	2	-4.4767	0.98021	0.98026	0.998259	11522	0	-4.4767
ARSA	1	0.004211	0.0041902	0.74535	80	1	-5.1205	0.99579	0.99593	0.999968	11679	0	-5.1205
LOC108178450	1	0.004211	0.0041902	0.74535	81	1	-5.1205	0.99579	0.99593	0.999968	11681	0	-5.1205
OVCH2	1	0.004211	0.0041902	0.74535	82	1	-6.3204	0.99579	0.99593	0.999968	11680	0	-6.3204
ABHD16A	2	0.0043267	0.0083184	0.834018	83	1	-3.8413	0.74689	0.74687	0.926284	9427	0	-3.8413
TMEM147	2	0.0044268	0.0085141	0.834018	84	2	-3.8053	0.99557	0.99551	0.999968	11678	0	-3.8053
ABHD13	2	0.0044268	0.0085141	0.834018	85	2	-3.4242	0.99557	0.99551	0.999968	11677	0	-3.4242
PPP2R2A	1	0.0045419	0.004482	0.762591	86	1	-5.0452	0.99546	0.99559	0.999968	11676	0	-5.0452
MEX3B	1	0.0045419	0.004482	0.762591	87	1	-6.2451	0.99546	0.99559	0.999968	11675	0	-6.2451
CES5A	2	0.0046268	0.0088978	0.834018	88	1	-2.9079	0.25192	0.25691	0.858856	2733	1	-2.9079
CAD	1	0.0049028	0.0048531	0.766542	89	1	-6.1818	0.9951	0.99525	0.999968	11674	0	-6.1818
NC0775	1	0.004963	0.0049231	0.766542	90	1	-6.1655	0.99504	0.99518	0.999968	11673	0	-6.1655
MC5R	3	0.0049686	0.013535	0.834018	91	2	-2.9104	0.97486	0.97504	0.998099	11441	0	-2.9104
PPP1R11	3	0.0049686	0.013535	0.834018	92	2	-4.1103	0.97486	0.97504	0.998099	11438	0	-4.1103
IYD	2	0.0049868	0.0096265	0.834018	93	2	-3.9114	0.97547	0.97561	0.998099	11474	0	-3.9114
LOC100353980	2	0.0050732	0.0097977	0.834018	94	2	-3.3713	0.99493	0.99484	0.999968	11671	0	-3.3713
PLEKHG4	2	0.0050732	0.0097977	0.834018	95	2	-2.7147	0.99493	0.99484	0.999968	11672	0	-2.7147
LOC100353156	1	0.0051736	0.005128	0.766542	96	1	-6.1491	0.99483	0.99495	0.999968	11670	0	-6.1491
MFHAS1	1	0.0053841	0.0053456	0.766542	97	1	-5.0585	0.99462	0.99474	0.999968	11669	0	-5.0585
POLE	3	0.005437	0.014786	0.834018	98	3	-2.0889	0.99456	0.99452	0.999968	11666	0	-2.0889
LOC100356444	3	0.005437	0.014786	0.834018	99	3	-3.9676	0.99456	0.99452	0.999968	11668	0	-3.9676
PHF1	3	0.005437	0.014786	0.834018	100	3	-2.5562	0.99456	0.99452	0.999968	11667	0	-2.5562
PDXDC1	2	0.0054669	0.010513	0.834018	101	1	-2.0197	0.12572	0.14492	0.840594	1257	1	-2.0197
LLPH	1	0.0055646	0.0055261	0.772336	102	1	-6.1156	0.99444	0.99458	0.999968	11665	0	-6.1156
LOC100350727	1	0.0055646	0.0055261	0.772336	103	1	-6.1156	0.99444	0.99458	0.999968	11664	0	-6.1156
SEC23B	3	0.0056086	0.015274	0.834018	104	2	-4.0407	0.47647	0.4769	0.894306	4911	1	-4.0407
CCDC28B	2	0.0058784	0.011301	0.834018	105	2	-2.7098	0.99412	0.99411	0.999968	11662	0	-2.7098
ZBED5	2	0.0058784	0.011301	0.834018	106	2	-3.4113	0.99412	0.99411	0.999968	11663	0	-3.4113
LOC100344033	1	0.0059255	0.0058904	0.794867	107	1	-5.0086	0.99407	0.99421	0.999968	11661	0	-5.0086
P2RY14	2	0.0061866	0.011856	0.834018	108	1	-2.9915	0.74689	0.74687	0.926284	9261	0	-2.9915
HS3ST3A1	3	0.0062134	0.016821	0.834018	109	1	-0.85884	0.87266	0.87278	0.988184	10189	0	-0.85884
RHO	1	0.0063767	0.00635	0.828328	110	1	-6.0463	0.99362	0.99374	0.999968	11659	0	-6.0463
QPCTL	1	0.0063767	0.00635	0.828328	111	1	-6.0463	0.99362	0.99374	0.999968	11660	0	-6.0463
LOC100344797	2	0.0063775	0.012217	0.834018	112	2	-3.9366	0.99362	0.99361	0.999968	11658	0	-3.9366
TUBB4A	2	0.0064265	0.012325	0.834018	113	1	-3.0985	0.53257	0.53277	0.894306	6897	0	-3.0985
SALL1	2	0.0064265	0.012325	0.834018	114	1	-3.0985	0.74689	0.74687	0.926284	9392	0	-3.0985
GALM	2	0.0064265	0.012325	0.834018	115	1	-2.7756	0.25192	0.25691	0.858856	2676	1	-2.7756
HHLA1	2	0.0066663	0.012729	0.834018	116	1	-1.2408	0.95909	0.95925	0.998099	11250	0	-1.2408
FAM26E	1	0.0067377	0.0067043	0.828504	117	1	-4.8104	0.99326	0.99336	0.999968	11653	0	-4.8104
SPINK4	1	0.0067377	0.0067043	0.828504	118	1	-6.0103	0.99326	0.99336	0.999968	11657	0	-6.0103
TAS2R38	1	0.0067377	0.0067043	0.828504	119	1	-4.8104	0.99326	0.99336	0.999968	11656	0	-4.8104
LOC100351040	1	0.0067377	0.0067043	0.828504	120	1	-6.0103	0.99326	0.99336	0.999968	11655	0	-6.0103
IZUMO1	1	0.0067377	0.0067043	0.828504	121	1	-6.0103	0.99326	0.99336	0.999968	11654	0	-6.0103
FAM217A	2	0.0067874	0.012954	0.834018	122	2	-3.344	0.99321	0.99322	0.999968	11651	0	-3.344
LMNB1	2	0.0067874	0.012954	0.834018	123	2	-4.603	0.99321	0.99322	0.999968	11650	0	-4.603
TDRD15	2	0.0067874	0.012954	0.834018	124	2	-3.2425	0.99321	0.99322	0.999968	11652	0	-3.2425
PIN4	2	0.0069661	0.013239	0.834018	125	2	-3.5541	0.96908	0.96935	0.998099	11374	0	-3.5541
PCDHB1	2	0.0069661	0.013239	0.834018	126	1	-3.9595	0.91419	0.91411	0.988184	10634	0	-3.9595
GP5	1	0.0070685	0.0070365	0.834018	127	1	-5.992	0.99293	0.99302	0.999968	11649	0	-5.992
STK32C	1	0.007249	0.0072136	0.834018	128	1	-5.9356	0.99275	0.99284	0.999968	11647	0	-5.9356
LOC100356534	1	0.007249	0.0072136	0.834018	129	1	-5.9356	0.99275	0.99284	0.999968	11648	0	-5.9356
MED12	3	0.007256	0.019603	0.834018	130	2	-1.8767	0.033723	0.06414	0.805853	510	1	-1.8767
HSD17B2	2	0.0072658	0.0138	0.834018	131	2	-3.0035	0.96233	0.96254	0.998099	11279	0	-3.0035
LOC103347570	1	0.0075197	0.0074565	0.834018	132	1	-5.9163	0.99248	0.99257	0.999968	11645	0	-5.9163
FAM65B	1	0.0075197	0.0074565	0.834018	133	1	-5.9163	0.99248	0.99257	0.999968	11644	0	-5.9163
KLHL25	2	0.0076254	0.014482	0.834018	134	1	-3.0255	0.53257	0.53277	0.894306	6682	0	-3.0255
LOC103350262	1	0.0077603	0.0077053	0.834018	135	1	-5.8967	0.99224	0.99233	0.999968	11642	0	-5.8967
LOC108176477	1	0.0077603	0.0077053	0.834018	136	1	-5.8967	0.99224	0.99233	0.999968	11643	0	-5.8967
GRK6	1	0.0077603	0.0077053	0.834018	137	1	-5.8967	0.99224	0.99233	0.999968	11641	0	-5.8967
LOC100359193	3	0.0078504	0.02118	0.834018	138	2	-3.1867	0.12703	0.19208	0.858856	1304	1	-3.1867
PCP2	3	0.0078504	0.02118	0.834018	139	2	-3.8091	0.51716	0.51726	0.894306	6318	0	-3.8091
LOC103352041	1	0.0079107	0.0078546	0.834018	140	1	-4.677	0.99209	0.99218	0.999968	11640	0	-4.677
LOC100357850	2	0.0079323	0.015069	0.834018	141	2	-2.4698	0.99207	0.99205	0.999968	11639	0	-2.4698
ACO2	2	0.0079323	0.015069	0.834018	142	2	-4.1014	0.99207	0.99205	0.999968	11637	0	-4.1014
ENTPD3	2	0.0079323	0.015069	0.834018	143	2	-2.9744	0.99207	0.99205	0.999968	11636	0	-2.9744
GPR151	2	0.0079323	0.015069	0.834018	144	2	-2.7996	0.99207	0.99205	0.999968	11638	0	-2.7996
SNRPD1	1	0.008001	0.0079507	0.834018	145	1	-5.8567	0.992	0.9921	0.999968	11635	0	-5.8567
PPP1R1A	1	0.0081213	0.008089	0.834018	146	1	-5.8157	0.99188	0.99197	0.999968	11634	0	-5.8157
TRPC1	1	0.0082717	0.0082316	0.834018	147	1	-5.7947	0.99173	0.99183	0.999968	11633	0	-5.7947
UBE2U	1	0.0085123	0.0084576	0.834018	148	1	-5.7734	0.99149	0.9916	0.999968	11630	0	-5.7734
C5AR1	1	0.0085123	0.0084576	0.834018	149	1	-5.7734	0.99149	0.9916	0.999968	11632	0	-5.7734
HDGF	1	0.0085123	0.0084576	0.834018	150	1	-5.7734	0.99149	0.9916	0.999968	11631	0	-5.7734
PPP1R3A	2	0.0087038	0.016455	0.834018	151	1	-3.5673	0.74689	0.74687	0.926284	9268	0	-3.5673
GJA1	2	0.0087226	0.016492	0.834018	152	2	-3.1273	0.99128	0.99124	0.999968	11629	0	-3.1273
PHLPP2	1	0.0087529	0.0086979	0.834018	153	1	-4.6593	0.99125	0.99137	0.999968	11628	0	-4.6593
ALKBH2	3	0.0088502	0.023161	0.834018	154	2	-3.7229	0.68042	0.68096	0.926284	7450	0	-3.7229
A2ML1	1	0.0090236	0.0089661	0.834018	155	1	-5.7298	0.99098	0.99108	0.999968	11627	0	-5.7298
SIX1	1	0.0090236	0.0089661	0.834018	156	1	-4.5299	0.99098	0.99108	0.999968	11626	0	-4.5299
IL1RAPL2	2	0.0090632	0.017132	0.834018	157	1	-2.6291	0.25192	0.25691	0.858856	2994	1	-2.6291
FBRS	2	0.0091951	0.017385	0.834018	158	2	-3.5512	0.9908	0.99078	0.999968	11624	0	-3.5512
TXN	2	0.0091951	0.017385	0.834018	159	2	-3.0855	0.9908	0.99078	0.999968	11625	0	-3.0855
LOC100343874	2	0.0093626	0.017703	0.834018	160	1	-2.3443	0.53257	0.53277	0.894306	6420	0	-2.3443
SPHK2	1	0.009535	0.0094907	0.834018	161	1	-5.6619	0.99047	0.99059	0.999968	11623	0	-5.6619
LOC100352883	2	0.0096021	0.018145	0.834018	162	1	-3.5363	0.74689	0.74687	0.926284	9319	0	-3.5363
LOC100338449	2	0.0096021	0.018145	0.834018	163	2	-4.385	0.98888	0.98889	0.999968	11609	0	-4.385
ST6GAL1	1	0.0098658	0.0098449	0.834018	164	1	-5.6385	0.99013	0.99023	0.999968	11621	0	-5.6385
LOC100349717	1	0.0098658	0.0098449	0.834018	165	1	-5.6385	0.99013	0.99023	0.999968	11620	0	-5.6385
43892	1	0.0098658	0.0098449	0.834018	166	1	-4.4386	0.99013	0.99023	0.999968	11619	0	-4.4386
NC0509	1	0.0098658	0.0098449	0.834018	167	1	-5.6385	0.99013	0.99023	0.999968	11622	0	-5.6385
LOC100351198	3	0.0099571	0.025052	0.834018	168	2	-2.4312	0.14333	0.20348	0.858856	2114	1	-2.4312
PHF19	3	0.0099571	0.025052	0.834018	169	2	-3.6311	0.093225	0.15662	0.858856	1163	1	-3.6311
SUSD1	4	0.0099614	0.026854	0.834018	170	3	-1.1226	0.78151	0.78145	0.967438	9475	0	-1.1226
CT83	4	0.0099614	0.026854	0.834018	171	3	-2.416	0.23563	0.31826	0.864289	2590	1	-2.416
CDC42EP3	2	0.010021	0.018922	0.834018	172	1	-2.3522	0.53257	0.53277	0.894306	6543	0	-2.3522
NC0832	1	0.010167	0.010116	0.834018	173	1	-4.574	0.98983	0.98993	0.999968	11618	0	-4.574
ELP3	1	0.010167	0.010116	0.834018	174	1	-4.574	0.98983	0.98993	0.999968	11617	0	-4.574
TNS1	1	0.010287	0.010255	0.834018	175	1	-5.6147	0.98971	0.98983	0.999968	11615	0	-5.6147
ROR1	1	0.010287	0.010255	0.834018	176	1	-5.6147	0.98971	0.98983	0.999968	11616	0	-5.6147
CHRNA3	2	0.01032	0.019482	0.834018	177	1	-2.904	0.53257	0.53277	0.894306	6551	0	-2.904
UNC79	2	0.01032	0.019482	0.834018	178	1	-2.5811	0.25192	0.25691	0.858856	2659	1	-2.5811
GRIN3A	1	0.010558	0.010509	0.834018	179	1	-5.5906	0.98944	0.98958	0.999968	11612	0	-5.5906
NDUFAF1	1	0.010558	0.010509	0.834018	180	1	-5.5906	0.98944	0.98958	0.999968	11614	0	-5.5906
ITGAL	1	0.010558	0.010509	0.834018	181	1	-5.5906	0.98944	0.98958	0.999968	11613	0	-5.5906
LOC100348818	1	0.010828	0.010775	0.834018	182	1	-5.566	0.98917	0.98933	0.999968	11611	0	-5.566
ZFPL1	3	0.011021	0.026795	0.834018	183	2	-3.5331	0.93906	0.93943	0.995792	11072	0	-3.5331
PTPRA	3	0.011021	0.026795	0.834018	184	2	-3.5331	0.87266	0.87278	0.988184	10174	0	-3.5331
LOC100350210	1	0.011039	0.010984	0.834018	185	1	-5.541	0.98896	0.98912	0.999968	11610	0	-5.541
44085	2	0.011098	0.020919	0.834018	186	1	-3.4872	0.74689	0.74687	0.926284	9431	0	-3.4872
TRPC7	2	0.011098	0.020919	0.834018	187	1	-3.1546	0.91419	0.91411	0.988184	10845	0	-3.1546
SLCO2B1	2	0.011121	0.020968	0.834018	188	2	-2.7324	0.98888	0.98889	0.999968	11604	0	-2.7324
PLEKHO2	2	0.011121	0.020968	0.834018	189	2	-2.6279	0.98888	0.98889	0.999968	11602	0	-2.6279
CSNK2A2	2	0.011121	0.020968	0.834018	190	2	-2.253	0.98888	0.98889	0.999968	11607	0	-2.253
GEMIN2	2	0.011121	0.020968	0.834018	191	2	-2.5562	0.98888	0.98889	0.999968	11606	0	-2.5562
RELT	2	0.011121	0.020968	0.834018	192	2	-3.8789	0.98888	0.98889	0.999968	11601	0	-3.8789
LOC103347324	2	0.011121	0.020968	0.834018	193	2	-3.9101	0.98888	0.98889	0.999968	11608	0	-3.9101
PCBD2	2	0.011121	0.020968	0.834018	194	2	-3.1576	0.98888	0.98889	0.999968	11605	0	-3.1576
SOX9	2	0.011121	0.020968	0.834018	195	2	-2.8739	0.98888	0.98889	0.999968	11603	0	-2.8739
C2H2orf70	1	0.011219	0.011157	0.834018	196	1	-4.4913	0.98878	0.98895	0.999968	11600	0	-4.4913
ROM1	3	0.011237	0.027157	0.834018	197	1	0.18305	0.77878	0.77892	0.965834	9468	0	0.18305
LOC103346274	1	0.01128	0.011208	0.834018	198	1	-4.2464	0.98872	0.98888	0.999968	11599	0	-4.2464
DISP3	1	0.01146	0.011399	0.834018	199	1	-5.5156	0.98854	0.98869	0.999968	11598	0	-5.5156
RAB34	2	0.011517	0.021744	0.834018	200	1	-2.8788	0.53257	0.53277	0.894306	6955	0	-2.8788
LOC103347557	1	0.011791	0.011741	0.834018	201	1	-5.4897	0.98821	0.98835	0.999968	11596	0	-5.4897
INPP5K	1	0.011791	0.011741	0.834018	202	1	-5.4897	0.98821	0.98835	0.999968	11597	0	-5.4897
POU5F2	1	0.011791	0.011741	0.834018	203	1	-5.4897	0.98821	0.98835	0.999968	11595	0	-5.4897
DBF4	3	0.011953	0.028324	0.834018	204	1	0.063073	0.35297	0.36494	0.894306	4445	1	0.063073
TMOD1	1	0.012062	0.011995	0.834018	205	1	-4.4299	0.98794	0.98808	0.999968	11594	0	-4.4299
FAM136A	2	0.012115	0.022878	0.834018	206	2	-3.4852	0.98021	0.98026	0.998259	11510	0	-3.4852
RNF38	2	0.012115	0.022878	0.834018	207	1	-1.8226	0.15284	0.16821	0.858856	2137	1	-1.8226
KIAA1109	2	0.012115	0.022878	0.834018	208	1	-2.8702	0.53257	0.53277	0.894306	6704	0	-2.8702
STAM2	2	0.012115	0.022878	0.834018	209	1	-2.8702	0.53257	0.53277	0.894306	6767	0	-2.8702
IMMP2L	1	0.012212	0.012145	0.834018	210	1	-5.4633	0.98779	0.98792	0.999968	11593	0	-5.4633
SH2D6	1	0.012603	0.012538	0.834018	211	1	-5.4365	0.9874	0.98752	0.999968	11589	0	-5.4365
LOC108176460	1	0.012603	0.012538	0.834018	212	1	-5.4365	0.9874	0.98752	0.999968	11592	0	-5.4365
LOC103352161	1	0.012603	0.012538	0.834018	213	1	-5.4365	0.9874	0.98752	0.999968	11591	0	-5.4365
TMX4	1	0.012603	0.012538	0.834018	214	1	-5.4365	0.9874	0.98752	0.999968	11590	0	-5.4365
INPP5J	2	0.012621	0.023813	0.834018	215	2	-3.0624	0.98738	0.98744	0.999968	11588	0	-3.0624
BARX2	3	0.012691	0.029509	0.834018	216	2	-3.428	0.87266	0.87278	0.988184	10217	0	-3.428
CA14	2	0.012866	0.024288	0.834018	217	2	-2.6268	0.98713	0.9872	0.999968	11587	0	-2.6268
LOC100354620	1	0.013024	0.012935	0.834018	218	1	-5.4091	0.98698	0.98708	0.999968	11586	0	-5.4091
SNX6	2	0.013071	0.024651	0.834018	219	2	-3.678	0.98693	0.98699	0.999968	11585	0	-3.678
MFSD14B	1	0.013295	0.013212	0.834018	220	1	-5.3812	0.98671	0.9868	0.999968	11584	0	-5.3812
LOC100347629	2	0.01343	0.025314	0.834018	221	1	0.066159	0.0105	0.019809	0.805853	174	1	0.066159
HSF1	1	0.013566	0.013466	0.834018	222	1	-5.3528	0.98643	0.98652	0.999895	11583	0	-5.3528
ZDBF2	1	0.013566	0.013466	0.834018	223	1	-5.3528	0.98643	0.98652	0.999895	11581	0	-5.3528
SLCO1B3	1	0.013566	0.013466	0.834018	224	1	-5.3528	0.98643	0.98652	0.999895	11582	0	-5.3528
DCAF7	1	0.013686	0.013579	0.834018	225	1	-4.2131	0.98631	0.9864	0.999895	11580	0	-4.2131
NUP210L	1	0.013896	0.013802	0.834018	226	1	-5.3238	0.9861	0.9862	0.999895	11579	0	-5.3238
CCHCR1	1	0.013896	0.013802	0.834018	227	1	-5.3238	0.9861	0.9862	0.999895	11577	0	-5.3238
LOC103352538	1	0.013896	0.013802	0.834018	228	1	-5.3238	0.9861	0.9862	0.999895	11578	0	-5.3238
MEGF8	2	0.013968	0.026297	0.834018	229	1	-3.1593	0.91419	0.91411	0.988184	10733	0	-3.1593
PPP1R36	2	0.014088	0.026515	0.834018	230	2	-1.9546	0.98591	0.98594	0.999895	11573	0	-1.9546
