id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ORC2	2	0.00189	0.0037153	0.744433	39	1	-3.9865	0.46646	0.46641	0.882595	5687	0	-3.9865
LOC103351908	4	0.0020189	0.0073231	0.744433	40	3	-2.3156	0.42264	0.42948	0.882595	5255	1	-2.3156
ADAM18	1	0.0020259	0.0020175	0.744433	41	1	-6.9837	0.99797	0.99802	0.99993	14109	0	-6.9837
CLUH	1	0.0020259	0.0020175	0.744433	42	1	-6.9837	0.99797	0.99802	0.99993	14108	0	-6.9837
GNG12	2	0.0020699	0.0040627	0.744433	43	1	-1.8069	0.12693	0.13697	0.882595	1950	1	-1.8069
NPTX1	1	0.002161	0.0021569	0.744433	44	1	-6.968	0.99784	0.9979	0.99993	14107	0	-6.968
LOC100338645	2	0.0022048	0.0043247	0.744433	45	2	-4.1186	0.94303	0.94296	0.970593	13123	0	-4.1186
DESI1	2	0.0025645	0.0050216	0.744433	46	1	-3.4996	0.28861	0.28855	0.882595	3971	1	-3.4996
MCMBP	4	0.0026891	0.0096345	0.744433	47	4	-1.9322	0.99675	0.99683	0.99921	14078	0	-1.9322
TCEA3	2	0.0026994	0.0052968	0.744433	48	2	-3.9821	0.82645	0.82588	0.953965	12238	0	-3.9821
COQ9	2	0.0026994	0.0052968	0.744433	49	2	-4.7812	0.99709	0.99706	0.99921	14105	0	-4.7812
ZNFX1	4	0.0027169	0.0097318	0.744433	50	3	-1.7096	0.84003	0.84045	0.958935	12301	0	-1.7096
TMEM60	2	0.0029065	0.0056828	0.744433	51	2	-2.459	0.99709	0.99706	0.99921	14092	0	-2.459
CACNA1F	2	0.0029065	0.0056828	0.744433	52	2	-2.5973	0.99709	0.99706	0.99921	14104	0	-2.5973
SHF	2	0.0029065	0.0056828	0.744433	53	2	-4.6646	0.99709	0.99706	0.99921	14085	0	-4.6646
TBCE	2	0.0029065	0.0056828	0.744433	54	2	-4.3395	0.99709	0.99706	0.99921	14096	0	-4.3395
TMEM26	2	0.0029065	0.0056828	0.744433	55	2	-2.1009	0.99709	0.99706	0.99921	14093	0	-2.1009
LIMK2	2	0.0029065	0.0056828	0.744433	56	2	-2.459	0.99709	0.99706	0.99921	14098	0	-2.459
LOC100344961	2	0.0029065	0.0056828	0.744433	57	2	-2.2292	0.99709	0.99706	0.99921	14097	0	-2.2292
DNAJC15	2	0.0029065	0.0056828	0.744433	58	2	-2.459	0.99709	0.99706	0.99921	14089	0	-2.459
ZNF135	2	0.0029065	0.0056828	0.744433	59	2	-2.7064	0.99709	0.99706	0.99921	14090	0	-2.7064
LOC100342855	2	0.0029065	0.0056828	0.744433	60	2	-2.174	0.99709	0.99706	0.99921	14088	0	-2.174
DNAJB2	2	0.0029065	0.0056828	0.744433	61	2	-2.7064	0.99709	0.99706	0.99921	14101	0	-2.7064
MEF2A	2	0.0029065	0.0056828	0.744433	62	2	-2.1009	0.99709	0.99706	0.99921	14103	0	-2.1009
LOC100358581	2	0.0029065	0.0056828	0.744433	63	2	-2.459	0.99709	0.99706	0.99921	14087	0	-2.459
LOC100358067	2	0.0029065	0.0056828	0.744433	64	2	-2.459	0.99709	0.99706	0.99921	14099	0	-2.459
LOC100356535	2	0.0029065	0.0056828	0.744433	65	2	-2.459	0.99709	0.99706	0.99921	14100	0	-2.459
FGF19	2	0.0029065	0.0056828	0.744433	66	2	-4.2552	0.99709	0.99706	0.99921	14086	0	-4.2552
GCN1	2	0.0029065	0.0056828	0.744433	67	2	-4.7214	0.99709	0.99706	0.99921	14083	0	-4.7214
COLCA2	2	0.0029065	0.0056828	0.744433	68	2	-2.1009	0.99709	0.99706	0.99921	14102	0	-2.1009
COPZ1	2	0.0029065	0.0056828	0.744433	69	2	-2.459	0.99709	0.99706	0.99921	14106	0	-2.459
C1GALT1C1	2	0.0029065	0.0056828	0.744433	70	2	-2.459	0.99709	0.99706	0.99921	14094	0	-2.459
PRAM1	2	0.0029065	0.0056828	0.744433	71	2	-4.0584	0.99709	0.99706	0.99921	14095	0	-4.0584
GDI2	2	0.0029065	0.0056828	0.744433	72	2	-2.459	0.99709	0.99706	0.99921	14084	0	-2.459
CHD1	2	0.0029065	0.0056828	0.744433	73	2	-3.6483	0.99709	0.99706	0.99921	14091	0	-3.6483
LOC100347629	2	0.0029692	0.0058011	0.744433	74	1	-2.0715	0.18836	0.1928	0.882595	2746	1	-2.0715
LOC100341908	2	0.0029692	0.0058011	0.744433	75	2	-4.3873	0.94303	0.94296	0.970593	13270	0	-4.3873
CEP192	1	0.0029939	0.0029925	0.744433	76	1	-6.8359	0.99701	0.99709	0.99921	14081	0	-6.8359
SOX11	1	0.0029939	0.0029925	0.744433	77	1	-6.8359	0.99701	0.99709	0.99921	14082	0	-6.8359
FAM98A	4	0.0032452	0.01154	0.744433	78	4	-0.98385	0.99675	0.99683	0.99921	14077	0	-0.98385
WDR76	4	0.0032452	0.01154	0.744433	79	4	-1.342	0.99675	0.99683	0.99921	14080	0	-1.342
IQCG	4	0.0032452	0.01154	0.744433	80	4	-0.98385	0.99675	0.99683	0.99921	14079	0	-0.98385
LOC100357720	1	0.003264	0.0032453	0.744433	81	1	-6.8009	0.99674	0.99684	0.99921	14076	0	-6.8009
LOC100344792	1	0.0033766	0.0033665	0.744433	82	1	-6.7831	0.99662	0.99672	0.99921	14075	0	-6.7831
LOC100344728	4	0.0034172	0.012106	0.744433	83	3	-0.98385	0.92425	0.92461	0.970593	12725	0	-0.98385
TRPM6	2	0.0035085	0.0067901	0.744433	84	1	-3.4466	0.42981	0.42955	0.882595	5439	0	-3.4466
CCNL1	2	0.0035085	0.0067901	0.744433	85	1	-2.2869	0.17386	0.17937	0.882595	2529	1	-2.2869
SEMA3D	1	0.0035116	0.0034968	0.744433	86	1	-7.4813	0.99649	0.9966	0.99921	14074	0	-7.4813
AQP2	1	0.0036467	0.0036075	0.744433	87	1	-7.4445	0.99635	0.99646	0.99921	14073	0	-7.4445
C1H11orf31	1	0.0037142	0.0036684	0.744433	88	1	-7.026	0.99629	0.9964	0.99921	14072	0	-7.026
METTL21B	1	0.0038943	0.0038498	0.744433	89	1	-6.6905	0.99611	0.99623	0.99921	14071	0	-6.6905
KIF2A	1	0.0040294	0.0039864	0.744433	90	1	-7.368	0.99597	0.9961	0.99921	14070	0	-7.368
PRR16	2	0.0040478	0.0078183	0.744433	91	1	-4.1037	0.72477	0.72402	0.882595	8832	0	-4.1037
LOC100343002	1	0.0041419	0.0041048	0.744433	92	1	-6.632	0.99586	0.99598	0.99921	14069	0	-6.632
DRD5	1	0.0041419	0.0041048	0.744433	93	1	-6.632	0.99586	0.99598	0.99921	14068	0	-6.632
LOC100347899	4	0.0042289	0.0148	0.744433	94	2	-1.3181	0.63528	0.63513	0.882595	8586	0	-1.3181
CCDC160	1	0.0042545	0.0042217	0.744433	95	1	-6.9244	0.99575	0.99588	0.99921	14067	0	-6.9244
LOC100349799	1	0.0043895	0.0043359	0.744433	96	1	-6.6119	0.99561	0.99574	0.99921	14066	0	-6.6119
LOC108175368	3	0.0044504	0.012246	0.744433	97	3	-0.98385	0.9864	0.98648	0.997922	13935	0	-0.98385
KIAA0100	2	0.0044521	0.0085916	0.744433	98	1	-3.6895	0.47387	0.47379	0.882595	5736	0	-3.6895
AFP	1	0.0045246	0.004455	0.744433	99	1	-7.3079	0.99548	0.99561	0.99921	14065	0	-7.3079
LOC100359126	2	0.0045868	0.0088507	0.744433	100	1	-4.0879	0.72477	0.72402	0.882595	9588	0	-4.0879
SLITRK2	2	0.0045868	0.0088507	0.744433	101	1	-3.6584	0.34377	0.34326	0.882595	4671	0	-3.6584
TSHZ1	1	0.0045921	0.0045264	0.744433	102	1	-6.889	0.99541	0.99554	0.99921	14064	0	-6.889
RGS16	1	0.0047497	0.0046882	0.744433	103	1	-7.2872	0.99525	0.99539	0.99921	14061	0	-7.2872
VPS13A	1	0.0047497	0.0046882	0.744433	104	1	-6.571	0.99525	0.99539	0.99921	14063	0	-6.571
MYLPF	1	0.0047497	0.0046882	0.744433	105	1	-7.2872	0.99525	0.99539	0.99921	14062	0	-7.2872
ECSCR	2	0.0047665	0.0092261	0.744433	106	1	-3.543	0.53586	0.53569	0.882595	7669	0	-3.543
LOC103351553	1	0.0049298	0.0048654	0.744433	107	1	-6.5501	0.99507	0.99521	0.99921	14059	0	-6.5501
HDAC5	1	0.0049298	0.0048654	0.744433	108	1	-7.2663	0.99507	0.99521	0.99921	14060	0	-7.2663
SLC27A6	2	0.0049461	0.0095728	0.744433	109	1	-3.3404	0.26008	0.26064	0.882595	3662	1	-3.3404
H2AFV	2	0.0049461	0.0095728	0.744433	110	2	-4.31	0.94303	0.94296	0.970593	12759	0	-4.31
LOC103347459	1	0.0051774	0.005107	0.744433	111	1	-6.5073	0.99482	0.99495	0.99921	14058	0	-6.5073
LOC100346281	2	0.0052156	0.010079	0.744433	112	1	-3.7054	0.72477	0.72402	0.882595	9113	0	-3.7054
OR51B4	2	0.0052156	0.010079	0.744433	113	1	-3.8848	0.53586	0.53569	0.882595	7765	0	-3.8848
RNPEP	2	0.0052156	0.010079	0.744433	114	1	-3.5329	0.33789	0.33739	0.882595	4633	0	-3.5329
LOC108176737	2	0.0052156	0.010079	0.744433	115	1	-3.1617	0.32459	0.3241	0.882595	4530	0	-3.1617
LOC100008795	1	0.0052449	0.0051778	0.744433	116	1	-6.8152	0.99476	0.99489	0.99921	14057	0	-6.8152
BCKDHB	3	0.0052582	0.014417	0.744433	117	2	-1.7428	0.64028	0.6406	0.882595	8597	0	-1.7428
TTC21A	1	0.005425	0.0053627	0.744433	118	1	-7.2017	0.99458	0.9947	0.99921	14056	0	-7.2017
EYA3	1	0.005425	0.0053627	0.744433	119	1	-7.2017	0.99458	0.9947	0.99921	14055	0	-7.2017
ADAM19	2	0.005485	0.010573	0.744433	120	1	-1.3007	0.059767	0.078609	0.882595	1037	1	-1.3007
RTKN2	2	0.005485	0.010573	0.744433	121	1	-3.779	0.46303	0.46289	0.882595	5668	0	-3.779
P4HA1	2	0.0056197	0.010824	0.744433	122	1	-3.9465	0.60003	0.59968	0.882595	8342	0	-3.9465
ATP13A2	1	0.0057176	0.0056765	0.744433	123	1	-6.4632	0.99428	0.99443	0.99921	14054	0	-6.4632
TTC26	3	0.0057292	0.015673	0.744433	124	2	-1.7001	0.16509	0.19672	0.882595	2436	1	-1.7001
PRF1	2	0.0057992	0.01116	0.744433	125	2	-3.9185	0.94303	0.94296	0.970593	13317	0	-3.9185
SPATA25	1	0.0058752	0.005813	0.744433	126	1	-7.1569	0.99412	0.99426	0.99921	14052	0	-7.1569
METTL3	1	0.0058752	0.005813	0.744433	127	1	-6.4406	0.99412	0.99426	0.99921	14053	0	-6.4406
BTG1	2	0.0059788	0.011491	0.744433	128	1	-4.0298	0.72477	0.72402	0.882595	9563	0	-4.0298
TEX26	1	0.0061453	0.0060939	0.744433	129	1	-7.134	0.99385	0.99401	0.99921	14051	0	-7.134
PDPR	2	0.0062481	0.011971	0.744433	130	2	-4.2593	0.94303	0.94296	0.970593	12786	0	-4.2593
CNIH4	2	0.0062481	0.011971	0.744433	131	1	-1.2888	0.063343	0.081625	0.882595	1100	1	-1.2888
THAP2	2	0.0064276	0.012293	0.744433	132	1	-3.809	0.72477	0.72402	0.882595	8806	0	-3.809
LOC103351869	3	0.006469	0.017641	0.744433	133	2	-1.7001	0.30113	0.30897	0.882595	4124	1	-1.7001
HOXA4	1	0.0067081	0.0066598	0.744433	134	1	-7.0384	0.99329	0.99339	0.99921	14050	0	-7.0384
KCP	1	0.0067081	0.0066598	0.744433	135	1	-6.3222	0.99329	0.99339	0.99921	14049	0	-6.3222
EIF4A2	2	0.0067417	0.01286	0.744433	136	2	-3.8835	0.94303	0.94296	0.970593	13288	0	-3.8835
PBLD	2	0.0067417	0.01286	0.744433	137	2	-4.2416	0.94303	0.94296	0.970593	12870	0	-4.2416
MAP2K1	2	0.0067417	0.01286	0.744433	138	1	-1.676	0.069824	0.087212	0.882595	1206	1	-1.676
VANGL1	1	0.0069107	0.0068742	0.744433	139	1	-6.598	0.99309	0.99319	0.99921	14048	0	-6.598
ZBTB26	2	0.0069519	0.013215	0.744433	140	2	-3.8551	0.99305	0.99301	0.99921	14047	0	-3.8551
SERPINF1	2	0.0070109	0.013342	0.744433	141	2	-4.2326	0.94303	0.94296	0.970593	13053	0	-4.2326
RPS25	2	0.0071455	0.013587	0.744433	142	1	-4.0723	0.5907	0.59034	0.882595	8218	0	-4.0723
LOC103345082	1	0.0071808	0.0071298	0.744433	143	1	-6.9624	0.99282	0.9929	0.99921	14045	0	-6.9624
IL16	1	0.0071808	0.0071298	0.744433	144	1	-6.2462	0.99282	0.9929	0.99921	14046	0	-6.2462
FGFR1OP	2	0.007244	0.013759	0.744433	145	2	-2.6444	0.99276	0.99274	0.99921	14044	0	-2.6444
MIGA2	2	0.0072801	0.013829	0.744433	146	1	-3.6178	0.72477	0.72402	0.882595	9399	0	-3.6178
LOC100346764	2	0.0073826	0.014035	0.744433	147	2	-1.7947	0.99262	0.9926	0.99921	14043	0	-1.7947
PAIP1	1	0.0073834	0.0073364	0.744433	148	1	-6.5381	0.99262	0.9927	0.99921	14042	0	-6.5381
LOC100348776	2	0.0074718	0.014192	0.744433	149	2	-1.846	0.99253	0.9925	0.99921	14041	0	-1.846
NAV2	1	0.0074734	0.0074191	0.744433	150	1	-6.9362	0.99253	0.99261	0.99921	14040	0	-6.9362
KNDC1	2	0.0075492	0.014325	0.744433	151	2	-4.3576	0.94303	0.94296	0.970593	13183	0	-4.3576
TMEM136	1	0.0076085	0.0075473	0.744433	152	1	-6.9094	0.99239	0.99249	0.99921	14039	0	-6.9094
LOC108175441	1	0.0076085	0.0075473	0.744433	153	1	-6.1932	0.99239	0.99249	0.99921	14037	0	-6.1932
CGN	1	0.0076085	0.0075473	0.744433	154	1	-6.9094	0.99239	0.99249	0.99921	14038	0	-6.9094
USP33	2	0.0076244	0.014465	0.744433	155	2	-2.5496	0.99238	0.99234	0.99921	14036	0	-2.5496
LOC108175399	2	0.0076837	0.014583	0.744433	156	2	-3.9939	0.94303	0.94296	0.970593	13084	0	-3.9939
ARMCX5	2	0.0076874	0.014591	0.744433	157	2	-2.0847	0.99231	0.99227	0.99921	14035	0	-2.0847
LOC100353360	2	0.0077824	0.014785	0.744433	158	2	-1.8897	0.99222	0.99219	0.99921	14034	0	-1.8897
NECAB1	2	0.0078182	0.014853	0.744433	159	2	-2.1235	0.99218	0.99214	0.99921	14033	0	-2.1235
FSHB	2	0.0078182	0.014853	0.744433	160	2	-2.1235	0.99218	0.99214	0.99921	14032	0	-2.1235
TEX2	1	0.0078561	0.0077931	0.744433	161	1	-6.8822	0.99214	0.99224	0.99921	14031	0	-6.8822
IL13RA1	2	0.0078631	0.014934	0.744433	162	1	-2.4446	0.20531	0.20873	0.882595	2975	1	-2.4446
LRRC73	1	0.0079687	0.0079227	0.744433	163	1	-6.8544	0.99203	0.99212	0.99921	14029	0	-6.8544
KCTD3	1	0.0079687	0.0079227	0.744433	164	1	-6.8544	0.99203	0.99212	0.99921	14030	0	-6.8544
LOC100358060	2	0.0080425	0.015238	0.744433	165	1	-3.5796	0.72477	0.72402	0.882595	9592	0	-3.5796
SFXN1	2	0.0080425	0.015238	0.744433	166	1	-3.604	0.39608	0.39565	0.882595	5188	0	-3.604
CHRNA5	1	0.0080587	0.0080228	0.744433	167	1	-6.4434	0.99194	0.99204	0.99921	14027	0	-6.4434
ANG	1	0.0080587	0.0080228	0.744433	168	1	-6.4434	0.99194	0.99204	0.99921	14028	0	-6.4434
OSTC	1	0.0081262	0.0080943	0.744433	169	1	-6.5659	0.99187	0.99196	0.99921	14026	0	-6.5659
LOC100349957	2	0.0081521	0.015451	0.744433	170	2	-1.6941	0.99185	0.9918	0.99921	14025	0	-1.6941
LOC100353038	1	0.0082838	0.0082414	0.744433	171	1	-6.8261	0.99172	0.99182	0.99921	14023	0	-6.8261
ZNF174	1	0.0082838	0.0082414	0.744433	172	1	-6.8261	0.99172	0.99182	0.99921	14022	0	-6.8261
KDM5B	1	0.0082838	0.0082414	0.744433	173	1	-6.8261	0.99172	0.99182	0.99921	14024	0	-6.8261
ANKRD6	2	0.0084012	0.015905	0.744433	174	1	-3.7753	0.72477	0.72402	0.882595	9460	0	-3.7753
FAM26D	3	0.0084062	0.0228	0.744433	175	2	-2.459	0.28759	0.29719	0.882595	3956	1	-2.459
LOC100344665	3	0.0084062	0.0228	0.744433	176	3	-2.459	0.9864	0.98648	0.997922	13956	0	-2.459
PMCH	3	0.0084062	0.0228	0.744433	177	3	-2.459	0.9864	0.98648	0.997922	13973	0	-2.459
LOC108175845	3	0.0084062	0.0228	0.744433	178	3	-2.459	0.9864	0.98648	0.997922	13922	0	-2.459
DYNLT3	3	0.0084062	0.0228	0.744433	179	3	-1.7428	0.9864	0.98648	0.997922	13929	0	-1.7428
LOC103351148	3	0.0084062	0.0228	0.744433	180	3	-2.459	0.9864	0.98648	0.997922	13904	0	-2.459
PHF10	3	0.0084062	0.0228	0.744433	181	2	-2.459	0.85561	0.85548	0.958935	12496	0	-2.459
LOC108178251	3	0.0084062	0.0228	0.744433	182	2	-1.7428	0.23738	0.25474	0.882595	3252	1	-1.7428
EOMES	3	0.0084062	0.0228	0.744433	183	2	-2.459	0.85561	0.85548	0.958935	12380	0	-2.459
DCLRE1A	3	0.0084062	0.0228	0.744433	184	3	-2.459	0.9864	0.98648	0.997922	13912	0	-2.459
LOC108176087	3	0.0084062	0.0228	0.744433	185	3	-2.459	0.9864	0.98648	0.997922	13934	0	-2.459
PAQR3	3	0.0084062	0.0228	0.744433	186	2	-2.459	0.38706	0.38791	0.882595	5121	1	-2.459
MEF2C	3	0.0084062	0.0228	0.744433	187	3	-2.459	0.9864	0.98648	0.997922	13949	0	-2.459
LOC100339996	3	0.0084062	0.0228	0.744433	188	2	-2.459	0.68379	0.68395	0.882595	8681	0	-2.459
LOC100338296	3	0.0084062	0.0228	0.744433	189	2	-2.459	0.85561	0.85548	0.958935	12536	0	-2.459
HSP90AB1	3	0.0084062	0.0228	0.744433	190	2	-2.459	0.031207	0.057886	0.882595	627	1	-2.459
MID2	3	0.0084062	0.0228	0.744433	191	3	-2.459	0.9864	0.98648	0.997922	13941	0	-2.459
FRMD4A	3	0.0084062	0.0228	0.744433	192	3	-2.459	0.9864	0.98648	0.997922	13955	0	-2.459
UBE2V1	3	0.0084062	0.0228	0.744433	193	3	-2.459	0.9864	0.98648	0.997922	13964	0	-2.459
PLCB2	3	0.0084062	0.0228	0.744433	194	2	-2.459	0.85561	0.85548	0.958935	12490	0	-2.459
LOC100347172	3	0.0084062	0.0228	0.744433	195	2	-2.459	0.12247	0.16416	0.882595	1906	1	-2.459
SLC38A3	3	0.0084062	0.0228	0.744433	196	2	-2.459	0.56944	0.56951	0.882595	8008	0	-2.459
LOC100351599	3	0.0084062	0.0228	0.744433	197	3	-2.459	0.9864	0.98648	0.997922	13921	0	-2.459
AFF3	3	0.0084062	0.0228	0.744433	198	3	-2.459	0.9864	0.98648	0.997922	13917	0	-2.459
LOC100342029	3	0.0084062	0.0228	0.744433	199	2	-1.7428	0.85561	0.85548	0.958935	12594	0	-1.7428
RRM2B	3	0.0084062	0.0228	0.744433	200	2	-2.459	0.85561	0.85548	0.958935	12438	0	-2.459
SEC22C	3	0.0084062	0.0228	0.744433	201	2	-2.459	0.85561	0.85548	0.958935	12440	0	-2.459
LOC100354881	1	0.0084864	0.0084333	0.744433	202	1	-6.427	0.99151	0.99162	0.99921	14021	0	-6.427
LOC100344953	1	0.0084864	0.0084333	0.744433	203	1	-6.427	0.99151	0.99162	0.99921	14020	0	-6.427
MLXIPL	1	0.0086665	0.0086189	0.744433	204	1	-6.0809	0.99133	0.99144	0.99921	14019	0	-6.0809
LOC100348113	2	0.0087598	0.016567	0.744433	205	2	-4.156	0.94303	0.94296	0.970593	13023	0	-4.156
FAM189A1	2	0.0087598	0.016567	0.744433	206	1	-3.3809	0.53586	0.53569	0.882595	7693	0	-3.3809
LOC100351561	2	0.0087598	0.016567	0.744433	207	1	-3.7241	0.47784	0.47769	0.882595	7464	0	-3.7241
USB1	2	0.0087598	0.016567	0.744433	208	1	-3.6218	0.46178	0.46162	0.882595	5659	0	-3.6218
CDKN1A	2	0.0088197	0.016687	0.744433	209	2	-1.6635	0.99118	0.99109	0.99921	14017	0	-1.6635
LOC100328948	2	0.0088197	0.016687	0.744433	210	2	-1.9313	0.99118	0.99109	0.99921	14018	0	-1.9313
LOC100345649	1	0.0088466	0.0087975	0.744433	211	1	-6.4577	0.99115	0.99126	0.99921	14016	0	-6.4577
SI	1	0.0088916	0.0088423	0.744433	212	1	-6.7376	0.99111	0.99121	0.99921	14015	0	-6.7376
GDF10	1	0.0089366	0.0088843	0.744433	213	1	-6.3421	0.99106	0.99116	0.99921	14014	0	-6.3421
ASB11	1	0.0090492	0.0090027	0.744433	214	1	-6.7069	0.99095	0.99105	0.99921	14013	0	-6.7069
LOC100340145	2	0.0091631	0.017326	0.744433	215	2	-3.9364	0.94303	0.94296	0.970593	13347	0	-3.9364
ADAMTS5	1	0.0092292	0.0091834	0.744433	216	1	-6.6434	0.99077	0.99086	0.99921	14011	0	-6.6434
LRP8	1	0.0092292	0.0091834	0.744433	217	1	-6.6434	0.99077	0.99086	0.99921	14012	0	-6.6434
SOSTDC1	3	0.0093575	0.025249	0.744433	218	2	-1.8795	0.85561	0.85548	0.958935	12572	0	-1.8795
C15H4orf3	1	0.0093868	0.0093354	0.744433	219	1	-6.3395	0.99061	0.99072	0.99921	14010	0	-6.3395
DTD1	1	0.0094318	0.0093872	0.744433	220	1	-6.2331	0.99057	0.99069	0.99921	14009	0	-6.2331
TENM3	2	0.0094768	0.01792	0.744433	221	2	-4.1355	0.94303	0.94296	0.970593	13276	0	-4.1355
ERICH6	1	0.0094994	0.0094573	0.744433	222	1	-5.8943	0.9905	0.99062	0.99921	14008	0	-5.8943
ZNF713	4	0.0095103	0.031954	0.744433	223	2	-0.56684	0.44247	0.44695	0.882595	5583	1	-0.56684
GABRB1	1	0.0095669	0.0095273	0.744433	224	1	-5.8607	0.99043	0.99055	0.99921	14007	0	-5.8607
ACIN1	1	0.009702	0.0096646	0.744433	225	1	-5.8263	0.9903	0.99041	0.99921	14006	0	-5.8263
FRMD3	1	0.009702	0.0096646	0.744433	226	1	-6.5426	0.9903	0.99041	0.99921	14005	0	-6.5426
XYLT1	2	0.0098352	0.018588	0.744433	227	1	-3.5649	0.42981	0.42955	0.882595	5454	0	-3.5649
ST3GAL6	1	0.009837	0.0098166	0.744433	228	1	-6.1355	0.99016	0.99025	0.99921	14004	0	-6.1355
GRB10	1	0.0099496	0.0099196	0.744433	229	1	-5.7911	0.99005	0.99014	0.99921	14003	0	-5.7911
PDRG1	1	0.0099496	0.0099196	0.744433	230	1	-6.5073	0.99005	0.99014	0.99921	14002	0	-6.5073
