id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ABCA6	1	0.0029229	0.002967	0.751964	52	1	-7.3204	0.99708	0.99713	1.0	9866	0	-7.3204
B9D1	1	0.0030367	0.0030729	0.751964	53	1	-6.203	0.99696	0.99704	1.0	9865	0	-6.203
MLXIP	2	0.0030546	0.0059425	0.751964	54	2	-4.6293	0.99695	0.99695	1.0	9864	0	-4.6293
IL21	1	0.0031506	0.0031799	0.751964	55	1	-7.2798	0.99685	0.99691	1.0	9863	0	-7.2798
LOC108176931	1	0.0032265	0.0032479	0.751964	56	1	-7.2715	0.99677	0.99684	1.0	9862	0	-7.2715
JMJD1C	3	0.0032988	0.008969	0.751964	57	2	-0.37102	0.38624	0.39691	0.851405	4515	1	-0.37102
EPN3	1	0.0033025	0.0033118	0.751964	58	1	-6.6925	0.9967	0.99676	1.0	9861	0	-6.6925
ANKDD1A	2	0.0033159	0.0064153	0.751964	59	2	-5.3076	0.99668	0.99667	1.0	9860	0	-5.3076
KCNK4	1	0.0033784	0.0034038	0.751964	60	1	-7.238	0.99662	0.99669	1.0	9859	0	-7.238
KCNT2	2	0.0034752	0.0067131	0.751964	61	2	-4.6479	0.99652	0.99652	1.0	9858	0	-4.6479
NKAIN2	2	0.0035111	0.0067701	0.751964	62	2	-4.6405	0.99649	0.99648	1.0	9857	0	-4.6405
LOC103347097	2	0.003565	0.006881	0.751964	63	1	-4	0.83215	0.83187	0.95255	8322	0	-4
LOC100348552	1	0.0036061	0.0036117	0.751964	64	1	-7.195	0.99639	0.99645	1.0	9856	0	-7.195
SEC61A1	1	0.0036821	0.0036756	0.751964	65	1	-7.1685	0.99632	0.99639	1.0	9855	0	-7.1685
LOC100356833	2	0.0038897	0.0074747	0.751964	66	2	-4.1726	0.99611	0.99608	1.0	9854	0	-4.1726
PCMT1	1	0.0039098	0.0038895	0.751964	67	1	-6.8859	0.99609	0.99617	1.0	9853	0	-6.8859
LOC100349664	1	0.0040237	0.0040065	0.751964	68	1	-7.1416	0.99598	0.99607	1.0	9852	0	-7.1416
FIBCD1	1	0.0041376	0.0041184	0.751964	69	1	-7.1325	0.99586	0.99595	1.0	9851	0	-7.1325
KIAA0100	2	0.0041712	0.0080354	0.751964	70	1	-3.6169	0.44877	0.44906	0.882019	4737	0	-3.6169
CYP4B1	1	0.0042894	0.0042873	0.751964	71	1	-6.3858	0.99571	0.99581	1.0	9850	0	-6.3858
LOC100342960	2	0.0043275	0.0083473	0.751964	72	2	-5.2156	0.99567	0.99563	1.0	9849	0	-5.2156
FAM98C	2	0.0043575	0.0084102	0.751964	73	2	-5.184	0.99564	0.99561	1.0	9848	0	-5.184
CCDC6	2	0.0044178	0.0085222	0.751964	74	2	-4.0705	0.99558	0.99554	1.0	9847	0	-4.0705
TAF11	1	0.0044792	0.0044243	0.751964	75	1	-7.0955	0.99552	0.9956	1.0	9846	0	-7.0955
CNOT6	1	0.0045931	0.0045422	0.751964	76	1	-5.9848	0.99541	0.99549	1.0	9845	0	-5.9848
LOC100351561	2	0.0046634	0.008987	0.751964	77	2	-4.7289	0.99534	0.99531	1.0	9844	0	-4.7289
OSTC	1	0.0047449	0.0046961	0.751964	78	1	-7.0672	0.99526	0.99535	1.0	9843	0	-7.0672
IGDCC3	2	0.0047571	0.0091809	0.751964	79	2	-3.5022	0.99524	0.99522	1.0	9841	0	-3.5022
LOC100346772	2	0.0047571	0.0091809	0.751964	80	2	-4.167	0.99524	0.99522	1.0	9842	0	-4.167
WDR27	2	0.0047772	0.0092268	0.751964	81	1	-3.9998	0.83215	0.83187	0.95255	8307	0	-3.9998
CCDC192	1	0.0048208	0.0047641	0.751964	82	1	-5.9563	0.99518	0.99528	1.0	9840	0	-5.9563
GCSAML	1	0.0048968	0.0048411	0.751964	83	1	-7.0479	0.9951	0.99521	1.0	9839	0	-7.0479
TTF1	2	0.0049209	0.0095027	0.751964	84	2	-4.6647	0.99508	0.99505	1.0	9838	0	-4.6647
CCDC146	2	0.0049286	0.0095167	0.751964	85	1	-2.7987	0.27778	0.28228	0.837823	2607	1	-2.7987
LOC108176291	1	0.0050106	0.004983	0.751964	86	1	-7.0382	0.99499	0.99509	1.0	9837	0	-7.0382
NC0980	1	0.0050106	0.004983	0.751964	87	1	-5.9369	0.99499	0.99509	1.0	9836	0	-5.9369
PHF8	2	0.0050801	0.0098225	0.761641	88	1	-3.0966	0.61585	0.61606	0.882019	6420	0	-3.0966
ENPP3	1	0.0052763	0.0052388	0.751964	89	1	-7.0087	0.99472	0.99481	1.0	9835	0	-7.0087
XKRX	2	0.0054566	0.010497	0.764597	90	2	-4.7001	0.99454	0.99453	1.0	9834	0	-4.7001
ZNF134	2	0.0056318	0.010826	0.76913	91	2	-2.8512	0.99437	0.99438	1.0	9833	0	-2.8512
EFNB2	1	0.0056559	0.0056197	0.751964	92	1	-6.4969	0.99434	0.99446	1.0	9832	0	-6.4969
FAM46D	1	0.0057319	0.0056966	0.751964	93	1	-6.4133	0.99427	0.99437	1.0	9831	0	-6.4133
CDKL4	1	0.0059217	0.0058785	0.751964	94	1	-5.8773	0.99408	0.99418	1.0	9828	0	-5.8773
SLC7A5	1	0.0059217	0.0058785	0.751964	95	1	-6.9786	0.99408	0.99418	1.0	9829	0	-6.9786
PROX2	1	0.0059217	0.0058785	0.751964	96	1	-6.9786	0.99408	0.99418	1.0	9830	0	-6.9786
TMEM266	2	0.0059789	0.011455	0.770746	97	2	-4.3133	0.99402	0.99407	1.0	9827	0	-4.3133
CPEB1	2	0.0060643	0.011598	0.770746	98	1	-3.5597	0.61585	0.61606	0.882019	6635	0	-3.5597
LOC103349038	2	0.0061265	0.011723	0.770746	99	2	-4.5188	0.99387	0.99393	1.0	9826	0	-4.5188
HGH1	2	0.0061265	0.011723	0.770746	100	2	-4.7235	0.99387	0.99393	1.0	9825	0	-4.7235
THAP2	1	0.0061494	0.0061014	0.751964	101	1	-6.9684	0.99385	0.99395	1.0	9824	0	-6.9684
CLDN22	1	0.0063012	0.0062673	0.751964	102	1	-5.8568	0.9937	0.9938	1.0	9823	0	-5.8568
PTPN4	1	0.0063012	0.0062673	0.751964	103	1	-5.8568	0.9937	0.9938	1.0	9822	0	-5.8568
NFE2L2	2	0.0063484	0.012117	0.78266	104	2	-4.5032	0.99365	0.99372	1.0	9821	0	-4.5032
ZNFX1	4	0.0064395	0.022257	0.817535	105	3	-1.09	0.70953	0.70981	0.943598	7101	0	-1.09
SYBU	1	0.0064531	0.0064213	0.751964	106	1	-5.8361	0.99355	0.99364	1.0	9820	0	-5.8361
POLM	1	0.0064531	0.0064213	0.751964	107	1	-5.8361	0.99355	0.99364	1.0	9819	0	-5.8361
CST8	1	0.0066429	0.0065962	0.751964	108	1	-6.9269	0.99336	0.99341	1.0	9818	0	-6.9269
ENO4	1	0.0067188	0.0066731	0.751964	109	1	-6.9163	0.99328	0.99334	1.0	9817	0	-6.9163
GPR39	2	0.0068967	0.013109	0.806562	110	1	-3.4149	0.91222	0.91229	0.997421	9025	0	-3.4149
LOC103347383	1	0.0069086	0.006864	0.751964	111	1	-6.895	0.99309	0.99315	1.0	9816	0	-6.895
LOC100347712	2	0.007048	0.013376	0.808893	112	1	-3.5137	0.61585	0.61606	0.882019	6907	0	-3.5137
CTPS2	1	0.0071363	0.0070799	0.751964	113	1	-6.8842	0.99286	0.99292	1.0	9815	0	-6.8842
ODF3L2	1	0.0071363	0.0070799	0.751964	114	1	-5.7829	0.99286	0.99292	1.0	9813	0	-5.7829
ABHD1	1	0.0071363	0.0070799	0.751964	115	1	-5.7829	0.99286	0.99292	1.0	9812	0	-5.7829
C1H11orf31	1	0.0071363	0.0070799	0.751964	116	1	-6.8842	0.99286	0.99292	1.0	9814	0	-6.8842
LOC108175399	1	0.007478	0.0074048	0.751964	117	1	-6.8624	0.99252	0.99255	1.0	9811	0	-6.8624
HECW2	3	0.0075427	0.020168	0.817535	118	2	-5.1176	0.93123	0.93105	0.997421	9176	0	-5.1176
LEMD3	2	0.0075497	0.014312	0.814594	119	2	-2.4143	0.99245	0.9925	1.0	9810	0	-2.4143
LOC100351826	2	0.0075629	0.014337	0.814594	120	2	-3.3396	0.99244	0.99249	1.0	9809	0	-3.3396
LOC108178319	2	0.0075775	0.014368	0.814594	121	1	-2.9633	0.11407	0.13869	0.770952	1054	1	-2.9633
PTPN14	1	0.0077817	0.0077076	0.751964	122	1	-6.8177	0.99222	0.99226	1.0	9808	0	-6.8177
TRMU	1	0.0077817	0.0077076	0.751964	123	1	-6.8177	0.99222	0.99226	1.0	9807	0	-6.8177
GOLGA1	3	0.0078545	0.020969	0.817535	124	3	-3.979	0.99063	0.99062	1.0	9792	0	-3.979
PTGES	1	0.0079335	0.0078505	0.751964	125	1	-6.7948	0.99207	0.9921	1.0	9806	0	-6.7948
CCDC160	1	0.0080094	0.0079315	0.751964	126	1	-5.6819	0.99199	0.99204	1.0	9805	0	-5.6819
PLCXD3	2	0.0080312	0.01522	0.817535	127	2	-3.7563	0.95555	0.95574	0.997421	9458	0	-3.7563
ABCB1	1	0.0080853	0.0080264	0.751964	128	1	-6.3281	0.99191	0.99197	1.0	9804	0	-6.3281
CYP4A7	3	0.0080923	0.021605	0.817535	129	2	-4.5379	0.7619	0.76169	0.943598	7227	0	-4.5379
HMGCLL1	1	0.0081992	0.0081334	0.751964	130	1	-5.6585	0.9918	0.99184	1.0	9802	0	-5.6585
AGTPBP1	1	0.0081992	0.0081334	0.751964	131	1	-5.6585	0.9918	0.99184	1.0	9803	0	-5.6585
TSHZ1	1	0.008389	0.0083103	0.751964	132	1	-5.6466	0.99161	0.99168	1.0	9801	0	-5.6466
AWAT2	2	0.0084092	0.01595	0.817535	133	1	-3.156	0.27778	0.28228	0.837823	2832	1	-3.156
CNOT8	3	0.008438	0.022531	0.817535	134	2	-4.5921	0.12293	0.19901	0.837823	1067	1	-4.5921
ENTPD6	1	0.0085408	0.0084412	0.751964	135	1	-6.3893	0.99146	0.99152	1.0	9800	0	-6.3893
ROCK1	1	0.0086168	0.0085162	0.751964	136	1	-6.4719	0.99138	0.99144	1.0	9799	0	-6.4719
LOC103351869	3	0.0087669	0.023417	0.817535	137	2	-4.1779	0.93123	0.93105	0.997421	9199	0	-4.1779
LHX8	1	0.0088066	0.0087091	0.751964	138	1	-6.7239	0.99119	0.99126	1.0	9797	0	-6.7239
APMAP	1	0.0088066	0.0087091	0.751964	139	1	-6.7239	0.99119	0.99126	1.0	9798	0	-6.7239
LRRC41	1	0.0088066	0.0087091	0.751964	140	1	-6.7239	0.99119	0.99126	1.0	9796	0	-6.7239
LOC100345762	2	0.0089383	0.016936	0.817535	141	1	-3.4553	0.61585	0.61606	0.882019	6877	0	-3.4553
LOC103351595	1	0.0091482	0.0090459	0.751964	142	1	-6.2701	0.99085	0.99092	1.0	9795	0	-6.2701
NC0388	1	0.0092621	0.0091699	0.751964	143	1	-6.6995	0.99074	0.99079	1.0	9794	0	-6.6995
CACNA1F	2	0.0093162	0.017632	0.817535	144	2	-3.7238	0.95555	0.95574	0.997421	9377	0	-3.7238
CELA1	3	0.0093707	0.024991	0.817535	145	3	-1.4723	0.99063	0.99062	1.0	9788	0	-1.4723
AUNIP	3	0.0093707	0.024991	0.817535	146	3	-1.4723	0.99063	0.99062	1.0	9793	0	-1.4723
ATR	3	0.0093707	0.024991	0.817535	147	3	-0.37102	0.99063	0.99062	1.0	9791	0	-0.37102
LOC100341499	3	0.0093707	0.024991	0.817535	148	3	-1.4723	0.99063	0.99062	1.0	9789	0	-1.4723
BCKDHB	3	0.0093707	0.024991	0.817535	149	3	-4.4787	0.99063	0.99062	1.0	9790	0	-4.4787
ARHGEF15	1	0.0094139	0.0093318	0.751964	150	1	-5.5858	0.99059	0.99066	1.0	9787	0	-5.5858
CLPTM1	1	0.0096417	0.0095647	0.751964	151	1	-6.6746	0.99036	0.99044	1.0	9784	0	-6.6746
LOC100008795	1	0.0096417	0.0095647	0.751964	152	1	-6.6746	0.99036	0.99044	1.0	9783	0	-6.6746
LOC100345649	1	0.0096417	0.0095647	0.751964	153	1	-5.5733	0.99036	0.99044	1.0	9786	0	-5.5733
LOC108176808	1	0.0096417	0.0095647	0.751964	154	1	-5.5733	0.99036	0.99044	1.0	9785	0	-5.5733
IGFBP4	1	0.0099074	0.0098415	0.761641	155	1	-5.5607	0.99009	0.99014	1.0	9782	0	-5.5607
AMOTL2	1	0.010059	0.0099984	0.764597	156	1	-6.1674	0.98994	0.99	1.0	9781	0	-6.1674
LOC100339783	2	0.010104	0.019102	0.817535	157	2	-3.1158	0.9899	0.98996	1.0	9775	0	-3.1158
MYO7B	2	0.010104	0.019102	0.817535	158	2	-3.0557	0.9899	0.98996	1.0	9780	0	-3.0557
SRRM2	2	0.010104	0.019102	0.817535	159	2	-1.7635	0.9899	0.98996	1.0	9778	0	-1.7635
FGFR1OP	2	0.010104	0.019102	0.817535	160	2	-2.6017	0.9899	0.98996	1.0	9776	0	-2.6017
LOC100348776	2	0.010104	0.019102	0.817535	161	2	-3.5998	0.9899	0.98996	1.0	9777	0	-3.5998
MS4A14	2	0.010104	0.019102	0.817535	162	2	-2.9713	0.9899	0.98996	1.0	9779	0	-2.9713
TAF12	1	0.010135	0.01006	0.764597	163	1	-6.0838	0.98986	0.98992	1.0	9774	0	-6.0838
TMC2	2	0.010223	0.019312	0.817535	164	1	-2.5576	0.27778	0.28228	0.837823	2804	1	-2.5576
FBXW8	1	0.010287	0.010226	0.764597	165	1	-5.5481	0.98971	0.98978	1.0	9772	0	-5.5481
EXOSC2	1	0.010287	0.010226	0.764597	166	1	-6.6493	0.98971	0.98978	1.0	9773	0	-6.6493
CXADR	2	0.010525	0.019879	0.817535	167	2	-4.2405	0.95555	0.95574	0.997421	9422	0	-4.2405
DEGS1	1	0.010553	0.010476	0.764597	168	1	-6.6365	0.98945	0.98954	1.0	9770	0	-6.6365
DCST1	1	0.010553	0.010476	0.764597	169	1	-6.6365	0.98945	0.98954	1.0	9771	0	-6.6365
FUZ	1	0.010553	0.010476	0.764597	170	1	-6.6365	0.98945	0.98954	1.0	9769	0	-6.6365
EQTN	1	0.01078	0.010691	0.76913	171	1	-6.6236	0.98922	0.98933	1.0	9768	0	-6.6236
EXOSC9	2	0.010827	0.020453	0.817535	172	1	-3.0983	0.27778	0.28228	0.837823	2694	1	-3.0983
APCDD1	1	0.01097	0.01087	0.76913	173	1	-6.6106	0.98903	0.98915	1.0	9767	0	-6.6106
GEMIN8	1	0.01097	0.01087	0.76913	174	1	-6.6106	0.98903	0.98915	1.0	9766	0	-6.6106
ZFAND1	2	0.011053	0.020879	0.817535	175	1	-3.0933	0.27778	0.28228	0.837823	2531	1	-3.0933
KCNK6	2	0.011053	0.020879	0.817535	176	1	-3.4019	0.83215	0.83187	0.95255	8386	0	-3.4019
PDZD9	1	0.011388	0.011268	0.770746	177	1	-6.5841	0.98861	0.98872	1.0	9763	0	-6.5841
LOC103346950	1	0.011388	0.011268	0.770746	178	1	-5.4828	0.98861	0.98872	1.0	9764	0	-5.4828
LFNG	1	0.011388	0.011268	0.770746	179	1	-5.4828	0.98861	0.98872	1.0	9765	0	-5.4828
POLR2K	1	0.011578	0.011468	0.770746	180	1	-6.5707	0.98842	0.98853	1.0	9762	0	-6.5707
C15H4orf3	1	0.011691	0.011596	0.770746	181	1	-6.5572	0.98831	0.98841	1.0	9761	0	-6.5572
CSNK2A1	2	0.011808	0.022341	0.817535	182	1	-3.0882	0.27778	0.28228	0.837823	2647	1	-3.0882
GLRA2	1	0.011919	0.011827	0.770746	183	1	-6.5435	0.98808	0.98818	1.0	9758	0	-6.5435
ERN2	1	0.011919	0.011827	0.770746	184	1	-6.5435	0.98808	0.98818	1.0	9760	0	-6.5435
CSAD	1	0.011919	0.011827	0.770746	185	1	-6.5435	0.98808	0.98818	1.0	9759	0	-6.5435
TMEM125	2	0.011993	0.022685	0.817535	186	2	-1.3099	0.98801	0.98809	1.0	9757	0	-1.3099
THAP3	2	0.012093	0.022872	0.817535	187	2	-3.1539	0.98791	0.98799	1.0	9756	0	-3.1539
LOC108176797	1	0.012261	0.012167	0.78266	188	1	-6.5297	0.98774	0.98784	1.0	9755	0	-6.5297
SNPH	1	0.012489	0.012416	0.793516	189	1	-6.1107	0.98751	0.98758	1.0	9754	0	-6.1107
LOC103347997	1	0.012602	0.012526	0.795411	190	1	-5.7824	0.9874	0.98747	1.0	9753	0	-5.7824
DOC2A	1	0.012754	0.012676	0.799805	191	1	-6.5018	0.98725	0.98731	1.0	9752	0	-6.5018
CREG2	1	0.012982	0.012912	0.80444	192	1	-5.3863	0.98702	0.98707	1.0	9751	0	-5.3863
NWD2	1	0.012982	0.012912	0.80444	193	1	-6.4876	0.98702	0.98707	1.0	9750	0	-6.4876
CAP1	2	0.013091	0.024735	0.817535	194	1	-3.0114	0.61585	0.61606	0.882019	6680	0	-3.0114
HSPG2	1	0.013172	0.013101	0.806562	195	1	-5.7538	0.98683	0.98687	1.0	9749	0	-5.7538
RALGPS2	1	0.013324	0.013255	0.808893	196	1	-6.4732	0.98668	0.98673	1.0	9748	0	-6.4732
LOC100346726	1	0.013476	0.013392	0.808893	197	1	-6.0321	0.98652	0.98659	1.0	9747	0	-6.0321
KDM1A	2	0.013543	0.025583	0.817535	198	1	-3.4083	0.74235	0.74245	0.943598	7184	0	-3.4083
ZNF296	2	0.013769	0.025968	0.817535	199	1	-3.9057	0.83215	0.83187	0.95255	8356	0	-3.9057
CDH19	1	0.013817	0.013722	0.813927	200	1	-6.4587	0.98618	0.98625	1.0	9746	0	-6.4587
VANGL1	1	0.013817	0.013722	0.813927	201	1	-6.4587	0.98618	0.98625	1.0	9744	0	-6.4587
LOC100347629	1	0.013817	0.013722	0.813927	202	1	-5.3575	0.98618	0.98625	1.0	9745	0	-5.3575
EDRF1	1	0.014083	0.013986	0.814594	203	1	-6.0086	0.98592	0.98598	1.0	9743	0	-6.0086
MCMBP	3	0.014221	0.037136	0.817535	204	2	-3.6479	0.21469	0.26252	0.837823	2098	1	-3.6479
CSK	1	0.014273	0.014178	0.814594	205	1	-6.4441	0.98573	0.98581	1.0	9742	0	-6.4441
ESAM	1	0.014273	0.014178	0.814594	206	1	-6.4441	0.98573	0.98581	1.0	9741	0	-6.4441
GPC5	2	0.014635	0.027491	0.817535	207	2	-2.0291	0.98536	0.98543	1.0	9735	0	-2.0291
SPTBN4	2	0.014635	0.027491	0.817535	208	2	-1.322	0.98536	0.98543	1.0	9730	0	-1.322
REL	2	0.014635	0.027491	0.817535	209	2	-2.9631	0.98536	0.98543	1.0	9729	0	-2.9631
POMGNT1	2	0.014635	0.027491	0.817535	210	2	-3.8952	0.98536	0.98543	1.0	9734	0	-3.8952
NLN	2	0.014635	0.027491	0.817535	211	2	-1.6483	0.98536	0.98543	1.0	9732	0	-1.6483
TMEM132A	2	0.014635	0.027491	0.817535	212	2	-2.9198	0.98536	0.98543	1.0	9731	0	-2.9198
ZBTB26	2	0.014635	0.027491	0.817535	213	2	-4.0211	0.98536	0.98543	1.0	9736	0	-4.0211
IRF2BP2	2	0.014635	0.027491	0.817535	214	2	-3.5052	0.98536	0.98543	1.0	9738	0	-3.5052
CA1	2	0.014635	0.027491	0.817535	215	2	-2.2667	0.98536	0.98543	1.0	9740	0	-2.2667
IL27	2	0.014635	0.027491	0.817535	216	2	-1.7161	0.98536	0.98543	1.0	9739	0	-1.7161
LOC100353360	2	0.014635	0.027491	0.817535	217	2	-3.5481	0.98536	0.98543	1.0	9737	0	-3.5481
ABLIM1	2	0.014635	0.027491	0.817535	218	2	-1.9516	0.98536	0.98543	1.0	9733	0	-1.9516
LOC100345375	1	0.014652	0.014555	0.814594	219	1	-6.4293	0.98535	0.98546	1.0	9726	0	-6.4293
RNLS	1	0.014652	0.014555	0.814594	220	1	-6.4293	0.98535	0.98546	1.0	9728	0	-6.4293
LOC100351147	1	0.014652	0.014555	0.814594	221	1	-6.4293	0.98535	0.98546	1.0	9725	0	-6.4293
SYK	1	0.014652	0.014555	0.814594	222	1	-5.3281	0.98535	0.98546	1.0	9727	0	-5.3281
KNDC1	2	0.014674	0.027564	0.817535	223	1	-3.8948	0.83215	0.83187	0.95255	8402	0	-3.8948
FRMD4A	2	0.014674	0.027564	0.817535	224	2	-4.1728	0.95555	0.95574	0.997421	9418	0	-4.1728
LOC100356851	2	0.015051	0.028263	0.817535	225	1	-3.3276	0.83215	0.83187	0.95255	8333	0	-3.3276
LIAS	3	0.015115	0.039276	0.817535	226	2	-3.4277	0.93123	0.93105	0.997421	9168	0	-3.4277
TSPYL2	1	0.015222	0.015174	0.817535	227	1	-6.4144	0.98478	0.98489	1.0	9723	0	-6.4144
TAF4B	1	0.015222	0.015174	0.817535	228	1	-6.4144	0.98478	0.98489	1.0	9724	0	-6.4144
CCNL1	1	0.015222	0.015174	0.817535	229	1	-6.4144	0.98478	0.98489	1.0	9721	0	-6.4144
JUP	1	0.015222	0.015174	0.817535	230	1	-6.4144	0.98478	0.98489	1.0	9722	0	-6.4144
CIC	1	0.015222	0.015174	0.817535	231	1	-6.4144	0.98478	0.98489	1.0	9720	0	-6.4144
MYOM2	2	0.015503	0.029112	0.817535	232	1	-3.867	0.83215	0.83187	0.95255	8518	0	-3.867
LOC100349842	3	0.015564	0.040412	0.817535	233	2	-3.3035	0.60434	0.60429	0.882019	6318	0	-3.3035
